generation,num_eval,local_i,time,f_sur,f_IC,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,11,0,1.9052762985229488,-141.78034844791614,298.13399658685324,0.1438837945461273,0.0241181273013353,0.722686231136322,0.617186427116394,-0.1668801754713058,-0.561589241027832,0.2149193733930587,-0.1138883456587791,0.2188299000263214,-0.1572850048542022
1,11,100,1.9217722415924072,-136.55154887479074,323.4927108228515,0.1387767642736435,0.0382992252707481,0.8103640079498291,0.5942714214324951,-0.1338942199945449,-0.6971291899681091,0.2707478106021881,0.0004656457167584,-1.1768829822540283,0.2496663331985473
1,11,200,1.921492338180542,-153.1128626584303,288.8930372228976,0.1289439350366592,0.0786155387759208,0.8051884174346924,0.4246410429477691,0.0187744460999965,-0.1180302798748016,0.2193534523248672,0.284246563911438,-0.6537284851074219,0.1521293073892593
1,11,300,1.909096002578736,-136.78349926543348,310.2852089693446,0.1659600287675857,0.0695723891258239,0.6319776177406311,0.3902090489864349,-0.1485217064619064,-0.6036711931228638,0.4127534627914428,-0.1292501538991928,-0.3668170869350433,0.1663421690464019
1,11,400,1.9863321781158447,-134.1700356736389,316.8990328549904,0.1473409086465835,0.0896148830652237,0.7871403694152832,0.3348471522331238,-0.3204281628131866,-0.6443464756011963,0.3384207487106323,0.0188719537109136,0.0988450050354003,0.3003631234169006
1,11,500,1.9246907234191888,-139.70805354244783,324.049511067279,0.2079315930604934,0.0517680533230304,0.7326946258544922,0.3793675303459167,-0.319734126329422,-0.0275773666799068,0.3191704452037811,0.1153356209397316,0.4466677010059356,-0.227515697479248
1,11,600,1.906371116638184,-161.43739614140196,313.4435462335316,0.1925581842660904,0.0749407485127449,0.7295699715614319,0.3259296119213104,0.1649462282657623,-0.3111579418182373,0.318277895450592,-0.0060686413198709,-0.1956288367509842,0.0386819466948509
1,11,700,2.0468897819519043,-144.92714899689105,283.6710574508695,0.2460900545120239,0.140998974442482,0.6456487774848938,0.4438294768333435,-0.2867361307144165,-0.2162369340658188,0.3991833031177521,0.2598201334476471,-0.4722201824188232,-0.1656859219074249
1,11,800,1.8125696182250977,-129.82597425046504,315.7910860947123,0.1465457826852798,0.1349434852600097,0.724216639995575,0.7964763045310974,0.1101723834872245,-0.9806593656539916,0.3837134540081024,0.1823637634515762,-0.0201428551226854,-0.1378458589315414
1,11,900,1.8369462490081787,-133.74827612353437,268.85911464543585,0.2078199982643127,0.1695525646209716,0.6584795713424683,0.3983166813850403,0.27166548371315,0.4070187211036682,0.3533362448215484,0.7175394892692566,0.2288401573896408,-0.0880640521645546
2,14,0,2.084656000137329,-204.441660794886,236.7325092902525,0.507224977016449,0.3056862950325012,0.0705621540546417,0.3110509514808655,-0.0379613898694515,-0.2921907007694244,0.6487852334976196,0.279026448726654,-0.2777471542358398,-0.0209539923816919
2,14,100,1.972808837890625,-564.7410932430598,631.1699219281828,0.8945345282554626,0.4517300128936767,-0.0951519533991813,0.1569785922765731,0.0687678083777427,-0.2541265189647674,0.2721733450889587,-0.0203615520149469,0.5983604192733765,-0.4879766404628753
2,14,200,1.935448169708252,-563.1786376327034,626.1280956204698,0.9353379607200624,0.4992412626743316,-0.3225640058517456,0.2547453641891479,0.8330340385437012,0.2729301452636719,-0.7025104761123657,-0.6123477816581726,-1.1456830501556396,-0.2366203665733337
2,14,300,1.8879375457763672,-557.8067814223184,620.141582951419,0.8607856631278992,0.4323956072330475,-0.1231691017746925,0.0658646076917648,1.4712822437286377,0.5867795348167419,-0.0249657686799764,0.0096897119656205,-0.2217646688222885,-0.2553004026412964
2,14,400,1.938548564910889,-568.1030940821602,637.347620712532,0.9427803158760072,0.490399032831192,-0.2026827335357666,-0.143004760146141,0.8540048003196716,0.3289328217506408,-0.1782525926828384,-0.4409613013267517,-0.2769936323165893,-0.2980480194091797
2,14,500,1.953319787979126,-574.4024148737792,630.9119291522609,0.8946753740310669,0.4723645746707916,-0.1313563883304596,-0.0431424602866172,0.769897997379303,0.1103897392749786,-0.1261536329984665,-0.5153872966766357,-0.6097783446311951,-0.4298172891139984
2,14,600,1.9213075637817385,-571.4755901580941,628.4468580315797,0.8739113211631775,0.4540293514728546,-0.2739041149616241,-0.0152776828035712,0.8324089050292969,0.4758301675319671,0.5299907326698303,0.4915152490139007,0.2002626210451126,0.1420878469944
2,14,700,1.8899588584899905,-568.5105750039731,640.1562347639453,0.9367031455039978,0.4810504913330078,-0.2321967035531997,-0.3055209815502167,0.5057949423789978,0.2698206007480621,-0.3119467198848724,-0.7165464758872986,-1.1616276502609253,0.2837693691253662
2,14,800,1.8603310585021973,-562.2975601236978,628.2909810511239,0.8797842860221863,0.4378162324428558,-0.1733234524726867,0.3095118999481201,1.005155086517334,0.2408785820007324,-0.4151268899440765,-0.5795618295669556,0.0483847260475158,-0.8741469979286194
2,14,900,1.8428986072540283,-568.1716053720593,644.1024221429169,0.9440008997917176,0.4744096994400024,-0.1203871965408325,-0.0521075278520584,0.7254379391670227,0.2423992455005645,-0.0153535539284348,0.0160563383251428,-0.2566046118736267,-0.1201544776558876
3,17,0,2.015564441680908,-37.549906400669386,153.51043747529917,0.8934983611106873,0.3427302837371826,0.1140829697251319,-0.1006624177098274,0.3831165432929992,0.0647274926304817,-0.1039531305432319,-0.4138382375240326,0.2241709530353546,-0.2786287367343902
3,17,100,1.875089406967163,-340.6151462671908,420.2539732421045,0.5934244990348816,0.3275991678237915,-0.1526994854211807,-0.2988561689853668,0.7844568490982056,-0.5770689845085144,1.4221906661987305,-0.2111967504024505,-0.3945743143558502,0.9203116297721864
3,17,200,2.0032012462615967,-334.5446804905895,421.18914079667127,0.6535353660583496,0.3583837151527405,-0.0473379902541637,-0.2452187836170196,1.2040362358093262,-0.7038844227790833,0.6261260509490967,-0.4868372082710266,-0.3125687837600708,0.9795026779174804
3,17,300,2.013070821762085,-311.32899430590567,361.04864586247385,0.5344411134719849,0.3158308863639831,0.0337011888623237,-0.0389060527086257,0.5607369542121887,-0.7066335082054138,0.5157634019851685,-0.3851260542869568,-0.6078128814697266,0.6868494749069214
3,17,400,2.005477905273437,-295.5650007860844,409.5686572981498,0.7839535474777222,0.3943870663642883,0.108473852276802,-0.6009809970855713,0.7673067450523376,-0.8278241753578186,0.4557072222232818,-0.6394710540771484,-0.8062792420387268,1.5918906927108765
3,17,500,1.927966594696045,-332.8972977517234,416.877190246328,0.659467875957489,0.3375630676746368,-0.0733793079853057,-0.5000550150871277,0.6257277131080627,-0.7681594491004944,0.7475128769874573,-0.8235023617744446,-0.5205720663070679,1.1339004039764404
3,17,600,1.875996828079224,-323.3958622936892,412.1112001387353,0.6989457011222839,0.3812403678894043,-0.1550084203481674,-0.3685742020606994,0.7401813268661499,-0.5635860562324524,0.4233317077159881,-0.2168436348438263,-0.0988059714436531,1.7908687591552734
3,17,700,1.83253812789917,-336.19158532655354,435.908508100375,0.6718645095825195,0.3602951765060425,-0.0878006815910339,-0.3020505309104919,1.0587445497512815,-0.7991220951080322,0.2978107631206512,-0.6725619435310364,-0.8576966524124146,1.6536095142364502
3,17,800,1.8596739768981927,-327.63941808064044,427.21878201036,0.642600953578949,0.3371274471282959,-0.101161427795887,-0.4141874611377716,0.7254672050476074,-1.1232932806015017,0.4798239767551422,-1.2497504949569702,-0.7090104818344116,1.32723867893219
3,17,900,1.853947401046753,-337.2547901057736,429.7873397499043,0.6021891236305237,0.3040002286434173,-0.1355119496583938,0.0427960120141506,0.7173517346382141,-1.0034403800964355,0.6657597422599792,-0.1971147954463958,-0.6591761112213135,1.447562336921692
4,20,0,1.955377578735352,-119.693226820392,192.87147335100568,0.2728599607944488,0.2395913749933242,-0.0061472482047975,0.0242119040340185,0.5162563323974609,0.242707222700119,1.2738100290298462,0.445239394903183,-0.2888636589050293,0.5959623456001282
4,20,100,1.9553778171539309,-253.41664962694472,363.6848198591471,0.4314972162246704,-0.2909714579582214,0.4110078513622284,0.8432407975196838,-0.1990985870361328,-0.0927048325538635,-0.2363895922899246,-0.2288335859775543,0.2823691964149475,0.2265836149454116
4,20,200,1.924128532409668,-245.4457443083565,346.5565169480892,0.4070130884647369,-0.3068378269672394,0.7320569753646851,0.7946894764900208,-0.2486122548580169,0.2330866903066635,-0.6154182553291321,-0.3334522843360901,0.8718928694725037,-0.0658785253763198
4,20,300,2.047065496444702,-244.4723050627585,364.4141614031655,0.4586174786090851,-0.2899015545845032,0.3087877631187439,0.5233826041221619,0.212715670466423,0.1227511763572692,0.0720889866352081,0.0344294011592865,0.4252478778362274,0.8960562944412231
