generation,num_eval,time,evaluation,size,active_node
0,11,62.18729591369629,19.708812057971954,4059242,5
1,14,4252.968768358231,16.28423285484314,5808876,11
2,17,2891.4066693782806,16.28423285484314,5808876,11
3,20,2768.9686300754547,16.28423285484314,5808876,11
4,23,3105.780998468399,15.747533559799194,1419978,4
5,26,2759.2655913829803,12.615665853023527,10315082,6
6,29,3260.015684604645,12.615665853023527,10315082,6
7,32,4870.594824314117,12.615665853023527,10315082,6
8,35,4235.172107696533,12.615665853023527,10315082,6
9,38,4122.953293800354,12.615665853023527,10315082,6
10,41,2740.562225341797,12.615665853023527,10315082,6
11,44,3467.0093672275543,12.615665853023527,10315082,6
12,47,3923.902523994446,12.615665853023527,10315082,6
13,50,3842.312439918518,12.615665853023527,10315082,6
14,53,4314.013512372971,12.615665853023527,10315082,6
15,56,2801.053634166717,12.615665853023527,10315082,6
16,59,3467.0759105682373,12.615665853023527,10315082,6
17,62,3118.8603913784027,12.615665853023527,10315082,6
18,65,2820.0542120933533,12.615665853023527,10315082,6
19,68,3175.515471935272,12.615665853023527,10315082,6
20,71,2804.7343456745148,12.615665853023527,10315082,6
21,74,3433.75026011467,12.154369592666626,2295114,4
22,77,3013.7654569149017,11.226764738559725,4287164,6
23,80,4802.972034454346,11.226764738559725,4287164,6
24,83,5000.34516119957,11.226764738559725,4287164,6
25,86,3716.968588829041,11.226764738559725,4287164,6
26,89,3221.324476480484,11.226764738559725,4287164,6
27,92,2799.837584018708,11.226764738559725,4287164,6
28,95,4472.890451669693,11.226764738559725,4287164,6
29,98,4673.171985626221,11.226764738559725,4287164,6
30,101,5279.906282663345,11.226764738559725,4287164,6
31,104,6690.587252378464,11.226764738559725,4287164,6
32,107,2833.8756647109985,11.226764738559725,4287164,6
33,110,4030.189420223236,11.226764738559725,4287164,6
34,113,4230.277569293976,10.36202296614647,28286346,6
35,116,5591.27436542511,10.36202296614647,28286346,6
36,119,3169.28218960762,10.36202296614647,28286346,6
37,122,3956.6745340824127,10.36202296614647,28286346,6
38,125,5265.036767244339,10.36202296614647,28286346,6
39,128,5384.807857751846,10.36202296614647,28286346,6
40,131,3855.171717643738,10.36202296614647,28286346,6
41,134,3504.749856233597,10.36202296614647,28286346,6
42,137,3805.846308708191,10.36202296614647,28286346,6
43,140,3576.1467208862305,10.36202296614647,28286346,6
44,143,2888.828419446945,10.36202296614647,28286346,6
45,146,5345.968465089798,10.36202296614647,28286346,6
46,149,3741.5619642734528,10.36202296614647,28286346,6
47,152,3199.2909095287323,10.36202296614647,28286346,6
48,155,3086.2053096294403,10.36202296614647,28286346,6
49,158,3637.9898805618286,10.36202296614647,28286346,6
50,161,3779.909774541855,10.36202296614647,28286346,6
51,164,4525.48951125145,10.36202296614647,28286346,6
52,167,3680.734307289124,10.34340438246727,9801011,6
53,170,3131.312524318695,10.34340438246727,9801011,6
54,173,4445.546864509583,10.34340438246727,9801011,6
55,176,4136.609328985214,10.34340438246727,9801011,6
56,179,3410.7813494205475,10.34340438246727,9801011,6
57,182,3665.971121788025,10.34340438246727,9801011,6
58,185,3017.029262304306,10.34340438246727,9801011,6
59,188,4442.768411159515,10.34340438246727,9801011,6
60,191,4827.856916427612,10.34340438246727,9801011,6
