epoch,train_loss,train_acc,time
1,8559.307409763336,0.2645555436611175,21.394701719284058
2,501.5618401765824,0.3573333323001861,15.943373680114746
3,588.5315676927567,0.3581666648387909,15.943363189697266
4,360.6355473995209,0.3739444315433502,15.99306607246399
5,327.5757319927216,0.3907777667045593,16.077993869781494
6,315.1711419820785,0.4027777910232544,16.027055263519287
7,328.6741679906845,0.4056110978126526,16.105669021606445
8,307.5790870189667,0.4228333234786987,16.275500059127808
9,305.21335101127625,0.4288888871669769,16.256396532058716
10,304.0998739004135,0.4283333420753479,16.117279767990112
11,304.47981345653534,0.4379444420337677,16.376914262771606
12,320.9540042877197,0.4277222156524658,16.391984462738037
13,295.94113397598267,0.441222220659256,16.44563341140747
14,309.3198417425156,0.4367222189903259,16.22379422187805
15,310.7923320531845,0.4399999976158142,16.050994157791138
16,307.46950018405914,0.445499986410141,16.354534149169922
17,324.5903663635254,0.445499986410141,16.180492401123047
18,300.5995012521744,0.4526111185550689,16.035488843917847
19,288.4360451698303,0.4603888988494873,16.07570195198059
20,305.45738780498505,0.4516111016273498,16.129337549209595
21,281.8355095386505,0.4680555462837219,16.107051372528076
22,494.1359496116638,0.4258333444595337,16.089450359344482
23,327.94898521900177,0.4281111061573028,16.118546962738037
24,319.8527942895889,0.441222220659256,16.10934090614319
25,303.9209438562393,0.4511111080646515,16.155132293701172
26,299.6865075826645,0.4560000002384186,16.02057456970215
27,278.4845861196518,0.4680555462837219,16.16467833518982
28,291.1862131357193,0.4596666693687439,16.09658193588257
29,309.4761313199997,0.4493333399295807,16.12949275970459
30,300.7247985601425,0.454111099243164,16.1109299659729
1,9065.623889684675,0.2739999890327453,28.46399235725403
2,398.92818665504456,0.3637777864933014,21.70082879066468
3,405.5388001203537,0.3717222213745117,21.966907501220703
4,341.92436945438385,0.3915555477142334,21.80132269859314
5,345.08536863327026,0.4000000059604645,21.90855026245117
6,335.1466945409775,0.4054444432258606,21.875287771224976
7,337.6519718170166,0.4199444353580475,21.77311658859253
8,338.1140582561493,0.4244999885559082,21.780229568481445
9,313.6518986225128,0.4389444589614868,21.95296859741211
10,303.71369755268097,0.4522777795791626,21.74674963951111
11,302.9936583042145,0.4570555686950683,21.69632053375244
12,323.70677042007446,0.4517777860164642,21.72919869422913
13,294.7924410104752,0.4707777798175812,21.89108681678772
14,308.7037974596024,0.4630555510520935,21.87643814086914
15,312.25988161563873,0.4641666710376739,21.896354913711548
16,307.7278212308884,0.4721666574478149,21.9676616191864
17,306.71561205387115,0.4712222218513489,21.892013788223267
18,282.4346829652786,0.4887777864933014,23.16988039016724
19,309.2503672838211,0.4796666800975799,41.50308966636658
20,299.66705226898193,0.4824999868869781,36.17765712738037
21,290.70242989063263,0.4934444427490234,35.66415596008301
22,298.58381247520447,0.4822777807712555,35.92508888244629
23,304.3687858581543,0.4827777743339538,37.46295762062073
24,282.2752693891525,0.5011110901832581,41.276047229766846
25,274.69895482063293,0.5056666731834412,32.254700899124146
26,290.07294660806656,0.4990000128746032,35.851407289505005
27,686.1925855875015,0.4682222306728363,40.37430381774902
28,338.98669731616974,0.4557222127914428,41.31585764884949
29,300.8233255147934,0.4815555512905121,35.0573034286499
30,279.2175532579422,0.4966111183166504,35.58128809928894
1,753.8114564418793,0.1799444407224655,18.94200897216797
2,704.0711977481842,0.2029999941587448,17.96172332763672
3,729.7143423557281,0.2082222253084182,18.154947996139526
4,722.9107649326324,0.2108333259820938,16.447261571884155
5,744.3860292434692,0.2095555514097213,18.02657556533813
6,680.2340035438538,0.2128888815641403,15.472650527954102
7,751.5145936012268,0.2056111097335815,18.1593656539917
8,747.3129506111145,0.2119444459676742,13.921682119369509
9,727.3912987709045,0.2095555514097213,18.04599952697754
10,733.8911464214325,0.2139444500207901,17.908933401107788
11,726.1795189380646,0.2118333280086517,18.19661974906921
12,706.8291730880737,0.2189444452524185,17.83635663986206
13,715.0733027458191,0.2142222225666046,14.808334827423096
14,709.752876996994,0.2119999974966049,17.944291353225708
15,750.1252326965332,0.2092222273349762,14.708231210708618
16,736.2810006141663,0.2078888863325119,18.05433225631714
17,695.98672914505,0.2150000035762787,17.959450483322144
18,711.5796401500702,0.2169999927282333,14.505311250686646
19,782.5580470561981,0.2074999958276748,18.11711549758911
20,689.5685505867004,0.2192777842283249,14.963911533355711
21,764.5390105247498,0.2134444415569305,17.920381784439087
22,740.2072789669037,0.2203888893127441,15.85434341430664
23,675.1194453239441,0.2219444513320922,18.365843057632446
24,722.8145976066589,0.2132777720689773,18.11132025718689
25,649.720771074295,0.218666672706604,11.894007921218872
26,710.5374035835266,0.2192777842283249,18.267706632614136
27,764.7250776290894,0.2138333320617675,18.05278253555298
28,723.5870041847229,0.2173333317041397,13.982080698013306
29,705.0958425998688,0.2175555527210235,18.08970165252685
30,680.2049007415771,0.2185000032186508,15.343211889266968
1,1156.9373066425323,0.3065555691719055,31.251656770706177
2,222.18192613124847,0.4286110997200012,21.52568626403809
3,207.13503766059875,0.4743333458900451,16.376280784606934
4,196.09169161319733,0.5008888840675354,21.7715392112732
5,188.1477686166764,0.524222195148468,17.95936679840088
6,180.04995226860046,0.5518888831138611,21.485111713409424
7,173.1170529127121,0.565500020980835,16.496897220611572
8,167.9763697385788,0.5808888673782349,21.92856383323669
9,163.88548493385315,0.5893333554267883,18.98050284385681
10,163.40463888645172,0.5923333168029785,21.8983166217804
11,156.14800494909286,0.6133333444595337,16.35816240310669
12,151.90295511484146,0.6224444508552551,21.792006015777588
13,150.02814364433289,0.6277777552604675,19.97147011756897
14,147.3612934947014,0.63227778673172,22.11884593963623
15,147.26253324747086,0.636722207069397,22.02133560180664
16,141.9583784341812,0.6483333110809326,13.918060064315796
17,138.93690168857574,0.6564444303512573,13.21744465827942
18,141.46768605709076,0.652055561542511,16.432463884353638
19,138.0395061969757,0.6596111059188843,16.922462940216064
20,138.26409804821014,0.6611666679382324,16.28744149208069
21,133.32061904668808,0.6710000038146973,15.967767000198364
22,134.10426437854767,0.6697777509689331,16.344239711761475
23,129.5653174519539,0.6813889145851135,15.405917406082152
24,128.54872143268585,0.6836666464805603,15.64039158821106
25,126.72139847278596,0.6872777938842773,15.51633095741272
26,125.7411225438118,0.6927777528762817,15.246203422546388
27,125.34575116634367,0.6938889026641846,14.909920454025269
28,124.2490553855896,0.6940555572509766,13.251068353652954
29,120.71656519174576,0.7057222127914429,15.5803644657135
30,119.28491032123566,0.7058333158493042,15.886642217636108
1,287.312885761261,0.3042222261428833,34.66704106330872
2,230.8286139965057,0.4033333361148834,25.5970458984375
3,215.6884926557541,0.4492222368717193,26.05678391456604
4,201.3672776222229,0.492555558681488,25.992820739746094
5,192.25794970989227,0.5134444236755371,23.531772136688232
6,182.86892092227936,0.5400555729866028,26.03183937072754
7,177.3902018070221,0.5574444532394409,25.53069877624512
8,171.16290044784546,0.566277801990509,25.86641836166382
9,166.29354083538055,0.5822222232818604,26.08223295211792
10,161.29019141197205,0.5908889174461365,25.76418828964233
11,156.9166480898857,0.6077777743339539,25.65684199333191
12,153.89185720682144,0.6133333444595337,20.74697756767273
13,149.2984265089035,0.6306111216545105,29.20955491065979
14,144.8829880952835,0.6377778053283691,28.2383496761322
15,142.71738177537918,0.6434444189071655,34.75495505332947
16,139.27061522006989,0.6533889174461365,34.79266047477722
17,137.54074090719223,0.6598333120346069,30.4840247631073
18,135.70095098018646,0.6654444336891174,30.313329219818115
19,131.2120589017868,0.6735000014305115,29.930079698562626
20,128.9037457704544,0.6797778010368347,35.0779914855957
21,127.75990563631058,0.6867777705192566,35.03365182876587
22,126.43674552440643,0.684499979019165,32.10967254638672
23,123.27701073884964,0.6938333511352539,30.11635398864746
24,121.58989423513412,0.6956111192703247,29.95051336288452
25,120.20440435409546,0.7009999752044678,32.48249173164368
