generation,num_eval,time,f_sur,f_IC,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,11,1.9168715476989744,-31750.13735614017,0.0,-0.9588368535041808,1.6095993518829346,1.979364275932312,0.5774394869804382,0.2665665447711944,-1.5514066219329834,0.5710815787315369,-0.999862253665924,1.2081407308578491,0.575515866279602
1,11,1.9168715476989744,-44132.13690417354,0.0,-1.380420207977295,1.8055568933486936,2.004000902175904,0.3141666650772095,0.2281776368618011,-1.5464321374893188,0.644570529460907,-1.2497878074645996,1.2523049116134644,1.1568689346313477
1,11,1.9168715476989744,-57122.58777129826,0.0,-1.4922553300857544,1.470245599746704,1.3233740329742432,0.6101725101470947,0.1152525842189788,-1.4082307815551758,0.9053683280944824,-1.633816123008728,1.06593120098114,2.369453191757202
1,11,1.9168715476989744,-44498.99223985244,0.0,-0.97786146402359,1.8786662817001345,1.297266721725464,0.1656097173690796,0.0468683205544948,-1.5105279684066772,0.4162789583206177,-1.3878850936889648,1.547062873840332,1.8495010137557983
1,11,1.9168715476989744,-35381.387614371946,0.0,-1.0807135105133057,1.1696109771728516,1.4370137453079224,0.9785164594650269,0.0593263879418373,-1.4784997701644895,1.0200973749160769,-1.1334466934204102,0.7862993478775024,1.3784637451171875
1,11,1.9168715476989744,-59782.20193315904,0.0,-1.2353585958480835,1.5675541162490845,1.1855651140213013,0.6574415564537048,-0.0173457134515047,-1.6218434572219849,1.0571070909500122,-1.5855958461761477,1.6663144826889038,2.2621102333068848
1,11,1.9168715476989744,-54492.4902561076,0.0,-1.8746412992477417,1.3401355743408203,1.1752644777297974,0.4468600451946258,0.2943589687347412,-1.0537972450256348,1.187089920043945,-1.2833465337753296,1.775884747505188,2.2803521156311035
1,11,1.9168715476989744,-32982.061445777515,0.0,-1.6847350597381592,1.2365869283676147,1.389899730682373,0.6755812168121338,0.1836742907762527,-0.9973741769790648,1.1520946025848389,-0.5452750325202942,0.8393580317497253,1.5932694673538208
1,11,1.9168715476989744,-34168.418898533404,0.0,-1.561506986618042,1.002899408340454,0.7821671962738037,0.2857967913150787,-0.1975662261247635,-0.6281171441078186,0.6633630990982056,-1.1313925981521606,1.7880690097808838,1.9860554933547967
1,11,1.9168715476989744,-41490.740602530655,0.0,-1.1870990991592407,1.2433373928070068,0.7921441793441772,0.4028003215789795,0.1414829641580581,-1.1212282180786133,1.07221782207489,-1.4078024625778198,2.0804691314697266,1.8827625513076784
2,14,1.8992385864257808,-48282.35435626723,0.0,-1.5630319118499756,0.98305481672287,2.014455318450928,0.7573077082633972,-0.1328167170286178,-1.3567910194396973,1.16050124168396,-1.5754599571228027,0.7520015835762024,1.3837287425994873
2,14,1.8992385864257808,-37691.22596884545,0.0,-0.2556524872779846,0.0766677483916282,-0.2714940309524536,1.0660922527313232,-0.0408817119896411,-0.7279413938522339,1.014254093170166,-1.8068476915359497,0.5086790919303894,2.61494779586792
2,14,1.8992385864257808,-43825.97911715186,0.0,-0.9911659359931946,0.8736497163772583,1.6869516372680664,0.6912948489189148,-0.2179522514343261,-1.5102664232254028,1.3315439224243164,-1.5660642385482788,1.1961042881011963,1.391136884689331
2,14,1.8992385864257808,-34111.151186206625,0.0,-0.383143812417984,1.598723530769348,1.4598143100738523,-0.6067337989807129,0.1132582351565361,-1.1284480094909668,-0.0252803955227136,-1.8409267663955688,0.9582619071006776,1.6248130798339844
2,14,1.8992385864257808,-41411.32923065438,0.0,-1.7767698764801023,1.0283571481704712,1.160032033920288,0.204751119017601,0.4928311705589294,-0.6177541017532349,0.737726092338562,-1.5727148056030271,0.9482056498527528,2.259066104888916
2,14,1.8992385864257808,-54171.40227697626,0.0,-1.3483879566192627,1.1054805517196655,1.3889838457107544,0.4856964349746704,-0.2331950366497039,-1.2743905782699585,0.9475432634353638,-1.833022236824036,0.8934611678123474,2.3185336589813232
2,14,1.8992385864257808,-34910.439521282184,0.0,-1.5530927181243896,0.7894085645675659,1.1016544103622437,0.3175461292266845,0.1133847013115882,-0.6778789162635803,1.034464716911316,-1.425831913948059,1.0303930044174194,1.955708384513855
2,14,1.8992385864257808,-56753.38782230122,0.0,-1.326815128326416,1.1175929307937622,1.429087519645691,0.5302702784538269,-0.0418265983462333,-1.4053997993469238,1.177019476890564,-1.887558460235596,1.3182904720306396,2.1444413661956787
2,14,1.8992385864257808,-30292.63524883936,0.0,-1.0764038562774658,1.2047065496444702,2.0941097736358643,0.2810052931308746,-0.0806916877627372,-1.2743463516235352,0.8117557764053345,-1.179596185684204,0.7733436822891235,0.6270529627799988
2,14,1.8992385864257808,-39815.04543912815,0.0,-1.103595733642578,0.5233378410339355,1.356709361076355,0.9288836121559144,-0.1748934239149093,-1.1985810995101929,1.3810386657714844,-1.4676979780197144,0.8326998949050903,1.731348156929016
3,17,1.9078998565673828,-68368.81517546579,0.0,-1.6122024059295654,1.4338583946228027,1.4120559692382812,0.5051291584968567,-0.4130238592624664,-1.4966623783111572,1.1123948097229004,-1.7620769739151,1.4428868293762207,2.3924665451049805
3,17,1.9078998565673828,-19489.220770257663,0.0,-0.8305084109306335,1.0178595781326294,1.5747714042663574,0.4007400572299957,-0.3255261182785034,-1.0154277086257937,0.4739202857017517,-1.1409871578216553,0.6545023322105408,0.5264933705329895
3,17,1.9078998565673828,-26878.42319335425,0.0,-1.0467839241027832,1.241254448890686,0.5238029956817627,0.0356603860855102,-0.0111813740804791,-0.6584635376930237,0.3143603205680847,-1.402633547782898,1.005128264427185,2.0035510063171387
3,17,1.9078998565673828,-14617.924829331096,0.0,-1.1675134897232056,0.7053123116493225,1.246154546737671,0.2207933217287063,-0.1370408535003662,-0.448781281709671,0.6218063235282898,-0.9203035831451416,0.4310154318809509,0.9125963449478148
3,17,1.9078998565673828,-44843.495033997046,0.0,-1.2214653491973877,1.752565860748291,1.344692587852478,-0.0981271862983703,-0.2766351997852325,-1.283294439315796,0.6117810606956482,-1.719166278839111,1.2392419576644895,1.6790409088134766
3,17,1.9078998565673828,-50692.49013746218,0.0,-1.151587724685669,1.3276909589767456,1.083353042602539,0.5385501384735107,-0.3727916479110718,-1.361701726913452,0.8170397281646729,-1.8492149114608765,1.1778390407562256,2.1380879878997803
3,17,1.9078998565673828,-56734.08034057489,0.0,-1.6013202667236328,1.0844144821166992,2.057800769805908,0.7789083123207092,-0.2408551573753357,-1.5318357944488523,1.3371752500534058,-1.4279699325561523,1.1987032890319824,1.591365098953247
3,17,1.9078998565673828,-54401.54280753228,0.0,-1.6128473281860352,1.390412211418152,1.1792341470718384,0.5444982051849365,-0.2110462039709091,-1.1611684560775757,0.6656231880187988,-1.8682270050048828,0.5547303557395935,2.3398282527923584
3,17,1.9078998565673828,-33539.465746871465,0.0,-1.9285584688186648,0.8206264972686768,1.3389568328857422,0.6607584357261658,-0.3358084261417389,-0.650058925151825,0.7527743577957153,-1.3993269205093384,0.7921461462974548,1.367767572402954
3,17,1.9078998565673828,-22051.814615024567,0.0,-1.0980267524719238,1.3274534940719604,0.962048888206482,0.5965660810470581,-0.3215919733047485,-0.9550600051879884,0.4659078121185303,-1.300703763961792,0.4814291596412658,0.9250120520591736
4,20,1.8949339389801023,-63815.32126981498,0.0,-1.333789587020874,1.3651554584503174,1.5132116079330444,0.4235996305942535,-0.176383301615715,-1.5508443117141724,1.219802975654602,-1.4534295797348022,1.2954554557800293,2.5542805194854736
4,20,1.8949339389801023,-14068.358609075973,0.0,-0.8733581900596619,0.9394537210464478,0.8949662446975708,0.2000010758638382,-0.0316104255616664,-0.5547215342521667,0.3068464696407318,-0.7010717988014221,0.4281631410121918,1.4554611444473269
4,20,1.8949339389801023,-52652.35668237385,0.0,-1.6978394985198977,1.2781416177749634,1.3016059398651123,0.247505247592926,0.0524529963731765,-1.0769919157028198,1.1360424757003784,-1.068248629570007,1.6576440334320068,2.4403371810913086
4,20,1.8949339389801023,-36133.06163013381,0.0,-1.1808818578720093,1.6282408237457275,2.005165100097656,0.1637980490922927,-0.1169651374220848,-1.4184719324111938,0.6062847375869751,-1.0341660976409912,0.982827603816986,1.0682848691940308
4,20,1.8949339389801023,-56767.599959018895,0.0,-1.017306208610535,1.4679770469665527,1.2188087701797483,0.4860151708126068,0.0850236564874649,-1.626890778541565,1.18561589717865,-1.603840470314026,1.5035173892974854,2.2813727855682373
4,20,1.8949339389801023,-32697.04627450862,0.0,-0.6915884017944336,0.694187581539154,0.9580853581428528,0.9885271191596984,-0.1550474762916565,-1.326283574104309,1.496938943862915,-0.9933491945266724,0.7191418409347534,1.7087730169296265
4,20,1.8949339389801023,-38675.05353104058,0.0,-1.2225956916809082,1.173778057098389,1.060900092124939,0.2280808091163635,0.0081811100244522,-1.0178278684616089,0.9642022252082824,-1.0282891988754272,1.2646245956420898,2.309532880783081
4,20,1.8949339389801023,-30247.8733113366,0.0,-1.5458239316940308,0.752559244632721,0.9985147714614868,0.1518038213253021,0.2065896093845367,-0.5241245627403259,1.4283215999603271,-0.6335787773132324,1.408240795135498,1.941257357597351
4,20,1.8949339389801023,-36123.79145223465,0.0,-0.8832826614379883,0.4785382151603699,1.056406021118164,1.054004430770874,-0.2005333602428436,-1.2132550477981567,1.393010497093201,-1.0739083290100098,0.6715825796127319,1.973525166511536
4,20,1.8949339389801023,-27318.55473398293,0.0,-0.6385436058044434,1.274321436882019,0.6779361367225647,0.2041344791650772,0.1096391603350639,-1.015178084373474,0.4086263179779053,-1.3033851385116575,0.5933200120925903,2.063424587249756
5,23,1.919863224029541,-52097.14099365439,0.0,-1.879132628440857,1.0062254667282104,1.265084147453308,0.0778051540255546,-0.2247735559940338,-0.7653059363365173,1.128775119781494,-1.340939164161682,1.830575704574585,2.304344415664673
5,23,1.919863224029541,-26112.76752586639,0.0,-0.5762524604797363,1.349071979522705,0.7510082125663757,-0.1559903621673584,-0.5493395924568176,-0.8687964081764221,0.0453548952937126,-1.4152570962905884,0.8956508636474609,1.7840315103530884
5,23,1.919863224029541,-37916.525775249625,0.0,-1.090345025062561,1.8438817262649536,1.9181324243545528,-0.4635485708713531,-0.6843724250793457,-1.2140710353851318,0.3228918612003326,-1.310410976409912,0.958776354789734,1.0000238418579102
5,23,1.919863224029541,-65634.56598826099,0.0,-1.4727262258529663,1.280632257461548,1.489293932914734,0.4237971305847168,-0.7818592190742493,-1.4160162210464478,1.0417640209197998,-1.5618952512741089,1.327281475067139,2.504259824752808
5,23,1.919863224029541,-58636.73690386668,0.0,-1.5531103610992432,1.380643010139465,1.3558614253997805,0.5261093974113464,-0.5415052175521851,-1.297276258468628,0.7838087677955627,-1.6634541749954224,0.9162697196006776,2.407844066619873
5,23,1.919863224029541,-22107.741969236347,0.0,-0.6720016598701477,1.3937480449676514,0.5346564650535583,-0.4980092644691467,-0.3591770231723785,-0.597798764705658,0.1849478036165237,-1.1570054292678833,1.3117223978042605,1.7241883277893066
5,23,1.919863224029541,-30719.03723744069,0.0,-0.9197787046432496,0.7362046837806702,0.9122162461280824,0.7895591259002686,-0.2879854440689087,-0.9751883149147034,1.1457326412200928,-0.9337058663368224,-0.0882573127746582,2.02363657951355
5,23,1.919863224029541,-27054.70253877269,0.0,-1.4152462482452393,1.1971704959869385,1.7754284143447876,0.0871627926826477,-0.4952137172222137,-0.8332037329673767,0.4092185497283935,-0.8395954966545105,1.2673953771591189,1.027743935585022
5,23,1.919863224029541,-29720.684930171075,0.0,-1.180619239807129,1.2959260940551758,0.5361246466636658,-0.3468658626079559,-0.570019543170929,-0.5014578700065613,0.5533943176269531,-1.3517262935638428,1.229038953781128,1.921352505683899
5,23,1.919863224029541,-38678.14413441932,0.0,-1.755570650100708,0.7642123103141785,1.8510160446166992,0.6951290369033813,-0.5917651653289795,-1.0031696557998655,1.3906104564666748,-0.8921085596084595,1.1209347248077393,1.0731656551361084
6,26,1.9413185119628904,-33590.2615917205,0.0,-1.3575494289398191,0.7503994703292847,0.2114530056715011,0.9137399792671204,-0.1592395007610321,-0.6608620285987854,0.9005610346794128,-1.0415998697280884,0.9661696553230286,2.3677022457122803
6,26,1.9413185119628904,-52717.9599352528,0.0,-1.4820733070373535,1.4128648042678833,1.2044097185134888,0.6457584500312805,-0.1640134453773498,-1.355888843536377,0.981030285358429,-1.5481566190719604,0.9605733752250672,2.23055362701416
6,26,1.9413185119628904,-56928.593081864856,0.0,-1.5059150457382202,1.5785659551620483,1.19303560256958,0.6417139172554016,-0.4888483583927154,-1.4644120931625366,1.2568936347961426,-1.1928437948226929,1.1881089210510254,2.2431416511535645
6,26,1.9413185119628904,-27580.89304158308,0.0,-1.5061590671539309,0.9047210216522216,1.2755433320999146,0.5596621036529541,-0.2199716567993164,-0.8427008986473083,1.0562264919281006,-0.8281552791595459,1.1205121278762815,1.343145489692688
6,26,1.9413185119628904,-55946.69309811979,0.0,-1.6256580352783203,1.7385296821594238,1.1009767055511477,0.603425145149231,-0.2830480933189392,-1.3616496324539185,0.9449874758720398,-1.2994122505187988,0.8630924224853516,2.3665261268615723
6,26,1.9413185119628904,-49777.72400633575,0.0,-1.1260968446731567,2.1424002647399902,1.4882094860076904,-0.3163607716560364,-0.305300623178482,-1.4114001989364624,0.2965168058872223,-1.298400640487671,1.3144534826278689,1.9811627864837649
6,26,1.9413185119628904,-31625.113885605184,0.0,-0.9869143962860109,1.7372654676437378,1.4947452545166016,0.1064647436141967,-0.6300665736198425,-1.3542969226837158,0.616380512714386,-1.0374870300292969,1.0344655513763428,0.9398006200790404
6,26,1.9413185119628904,-41918.392374977615,0.0,-0.4702679514884949,0.9113762378692628,0.3348268270492553,0.7916074395179749,-0.3719154298305511,-1.3325015306472778,1.1682854890823364,-1.2992881536483765,1.1711256504058838,2.459270000457764
6,26,1.9413185119628904,-30691.19770577582,0.0,-0.4688453078269958,1.3525711297988892,0.4266132414340973,0.1289601027965545,-0.4754328429698944,-1.102949142456055,0.5715464353561401,-1.1838206052780151,0.9802171587944032,2.1518330574035645
6,26,1.9413185119628904,-34777.85090321776,0.0,-0.7330445647239685,0.8880482316017151,0.2039095759391784,0.8911763429641724,-0.4826167523860931,-1.0144883394241333,0.8036553263664246,-1.2566328048706057,0.3830128312110901,2.387375831604004
