generation,num_eval,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,-0.1118342131376266,0.6887100338935852,-0.3908910751342773,0.4730731248855591,-0.1438648253679275
1,6,1.942521095275879,19.876238466884864,1.4484431725583045,0.2510210871696472,0.1183238849043846,-0.1291605234146118,0.6340756416320801,-0.4610312879085541
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,0.0436448417603969,0.1541767567396164,-0.1140087842941284,1.00367271900177,-0.3625344336032867
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,0.117916464805603,0.0922369509935379,-0.0380475670099258,0.954946756362915,-0.7284423112869263
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,-0.1166950240731239,0.2261257171630859,-0.2281296700239181,0.6305681467056274,-0.6283209919929504
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,0.533734917640686,0.1834345608949661,0.0278126206248998,0.946510136127472,-0.3585470914840698
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,0.27879399061203,0.4336553812026977,-0.2104734927415847,0.4573909640312195,-0.2994147539138794
1,6,1.942521095275879,19.22318276288947,1.5071892450110504,0.2235581427812576,0.1605307161808014,-0.1552561074495315,0.6116513013839722,-0.435093492269516
1,6,1.942521095275879,19.87795179072137,1.448192842124221,0.3846254348754883,0.3406170010566711,-0.1488476693630218,0.4800888299942016,-0.3644758760929107
1,6,1.942521095275879,19.877951790889103,1.4481928420996917,0.0352013930678367,0.1193438172340393,-0.2871616780757904,0.30588299036026,-0.5638967752456665
2,9,1.9944372177124023,18.82169899089212,3.668640437411262,-0.2338038980960846,-0.4748213589191437,-0.3338336944580078,0.623524010181427,-0.4408005177974701
2,9,1.9944372177124023,62.54689077548674,0.0095384003924532,-0.455932080745697,-0.4744977355003357,-0.3417216539382934,0.7697506546974182,-0.6286606788635254
2,9,1.9944372177124023,62.23952777228877,0.0144152527709666,-0.4801821112632751,-0.4212427139282226,-0.3417848348617553,0.8003283143043518,-0.5933940410614014
2,9,1.9944372177124023,15.457737507416496,1.3749316083954,-0.3103163838386535,-0.7074516415596008,-0.3500882983207702,0.8382660746574402,-0.2545965015888214
2,9,1.9944372177124023,12.664489827568149,4.005567016743944,-0.0921524539589881,-0.4227096438407898,-0.3317524790763855,0.5659204125404358,-0.3051077723503113
2,9,1.9944372177124023,22.66798087427996,4.56539864880917,-0.2731343507766723,-0.7422385215759277,-0.3396893143653869,0.9179779887199402,-0.1618452966213226
2,9,1.9944372177124023,74.06611105938524,0.001620360313561,-0.3443174362182617,-0.4580219089984894,-0.2166354805231094,0.9992520213127136,-0.6814737319946289
2,9,1.9944372177124023,32.19828002807417,4.2755464895796855,-0.4363868236541748,-0.4288370609283447,-0.4542791247367859,0.7350949645042419,-0.0520169846713542
2,9,1.9944372177124023,12.391825084043065,4.711622315221156,-0.3144057393074035,-0.541077196598053,-0.3436105847358703,0.7897624373435974,-0.3117660284042358
2,9,1.9944372177124023,14.718528939794693,1.8935095296340585,-0.5369256734848022,-0.2493617236614227,-0.4028170704841614,0.8615478277206421,-0.2796267867088318
3,12,1.9269158840179443,33.17530482079504,3.183477834178692,-0.3274304866790771,0.9298586845397948,-0.5693928003311157,0.3011972904205322,0.0142150809988379
3,12,1.9269158840179443,21.510552788883302,0.6080996878299094,-0.136718064546585,0.6719129681587219,-0.4044827222824096,0.2627798914909363,-0.3892282545566559
3,12,1.9269158840179443,37.16297938061109,0.237160097965264,0.0548610053956508,1.0684823989868164,-0.4711853563785553,0.2854536771774292,0.1434186100959777
3,12,1.9269158840179443,22.022216510904983,1.2545456816869036,0.0227296128869056,0.8075874447822571,-0.463176280260086,-0.0259401090443134,-0.3409473299980163
