generation,num_eval,time,kendalltau,rank_dif,rmse
1,6,1886.812816858292,-0.1431658265813082,182.0,16.2465522576488
2,9,1898.421136856079,-0.0266666666666666,222.0,21.059685757347623
3,12,1889.5604283809664,-0.1133333333333333,224.0,20.958709405214627
4,15,1895.2779569625848,-0.0066666666666666,216.0,17.816105080773998
5,18,1899.1338865756989,-0.0666666666666666,228.0,17.40772111253066
6,21,1888.1347165107727,-0.1199999999999999,242.0,17.773536226738976
7,24,1895.6898131370544,-0.0199999999999999,218.0,17.133521308457205
8,27,1907.9008932113647,-0.0133333333333333,214.0,17.47895325171298
9,30,1901.8003869056704,-0.1999999999999999,240.0,19.01556843776012
10,33,1910.459813117981,-0.2066666666666666,246.0,19.50299195424115
11,36,1912.0012958049767,-0.1533333333333333,230.0,20.064145514230496
12,39,1906.199788570404,-0.1266666666666666,234.0,19.610953747117883
13,42,1902.6001529693604,-0.0999999999999999,234.0,19.36742000869276
14,45,1916.019891023636,-0.1333333333333333,232.0,18.78621288483765
15,48,1911.918334722519,-0.0733333333333333,234.0,17.194923963521394
16,51,1952.9084210395813,-0.1599999999999999,248.0,18.41523199121145
17,54,1937.0149154663088,-0.1333333333333333,242.0,17.929678169314787
18,57,1931.057958126068,-0.1666666666666666,240.0,18.12513153106653
19,60,1906.9882690906525,-0.090150376044714,230.0,17.59668237672978
20,63,1942.7020175457,-0.0466666666666666,232.0,18.79992549474688
21,66,1925.892383813858,-0.0466666666666666,232.0,18.96265530263593
22,69,1957.763154506684,-0.0202030508910442,223.0,17.820315597338382
23,72,1953.014415502548,-0.0269374011880589,225.0,17.821456614725506
24,75,1945.0367195606232,-0.0269374011880589,225.0,17.70368940034742
25,78,1945.382156610489,-0.0852012867230258,180.0,16.570441220289364
26,81,1956.60857963562,-0.0852012867230258,180.0,16.54991323707768
27,84,1933.3033435344696,-0.0852012867230258,180.0,16.520149374116613
28,87,1919.4536125659945,-0.2170434130243415,254.0,16.78611807509047
29,90,1936.789060592652,-0.2633344437018561,257.0,17.170972048028148
30,93,1972.3300595283508,-0.1812561755350438,252.0,17.049436464252096
31,96,1953.83099102974,-0.1212183053462652,242.0,16.923152661551295
32,99,1952.303312778473,-0.1414213562373094,242.0,16.91554174149468
33,102,1944.0039899349213,-0.0875465538611915,235.0,17.953349383997573
34,105,1941.477693319321,-0.12795265564328,242.0,17.953248808694628
35,108,1982.171023368836,-0.0673435029701473,223.0,17.790487506924354
36,111,2024.829709291458,-0.0673435029701473,223.0,17.773017399866845
37,114,2027.409544467926,-0.0673435029701473,223.0,17.714176816369818
38,117,2019.4382112026208,-0.0471404520791031,219.0,17.710892898563486
39,120,2024.3325123786929,-0.0673435029701473,223.0,17.6084920827884
40,123,2083.461261034012,-0.2101996861224511,248.0,17.716438745846695
41,126,2072.0606994628906,-0.0474644452534567,224.0,17.724802546211297
42,129,2104.3037695884705,-0.2154992095044716,252.0,17.74910399443313
43,132,2099.334121465683,-0.1695158759052025,242.0,17.79915530941764
44,135,2129.484576702118,-0.1762965109414106,242.0,17.699276960106694
45,138,2122.041478395462,-0.1818274580193979,243.0,17.66720501149336
46,141,2106.468986272812,-0.0808122035641768,223.0,17.79707143182072
47,144,2116.449869632721,-0.0606091526731326,217.0,17.722844820858736
48,147,2089.3903632164,-0.1414213562373094,236.0,17.886048708296364
49,150,2132.378198862076,-0.2124937260667886,244.0,17.838722236591508
50,153,2090.4042773246765,-0.1196974744099346,225.0,17.74531621255938
51,156,2162.388460874557,-0.1423933357603701,232.0,17.727481484595938
52,159,2131.691177368164,-0.1128576187293669,223.0,17.73450526204805
53,162,2169.9234795570374,-0.135612700724162,232.0,17.74616779793885
54,165,2145.1728937625885,-0.1695158759052025,238.0,17.68601702787788
55,168,2164.015390396118,-0.1695158759052025,238.0,17.61681196116413
56,171,2144.166913032532,-0.1695158759052025,238.0,17.645337709418282
57,174,2141.350890398025,-0.1348037203149552,234.0,17.456198316774152
58,177,2186.1289331912994,-0.1695158759052025,238.0,17.516104808279593
59,180,2172.15975356102,-0.1880960312156115,239.0,17.406756654187785
60,183,2214.488335132599,-0.18809603121561155,239.0,17.40066344536031
