generation,num_eval,time,evaluation,size,active_node
0,11,401.3596320152282,9.201244801282884,10656138,8
1,14,4266.937287092209,9.201244801282884,10656138,8
2,17,3941.265593290329,9.201244801282884,10656138,8
3,20,3529.7210533618927,9.201244801282884,10656138,8
4,23,3003.683925628662,9.201244801282884,10656138,8
5,26,3035.413243532181,9.201244801282884,10656138,8
6,29,3512.684311389923,9.201244801282884,10656138,8
7,32,3476.9165930747986,9.201244801282884,10656138,8
8,35,4043.217185497284,9.201244801282884,10656138,8
9,38,3214.634551048279,9.201244801282884,10656138,8
10,41,3518.468587875366,9.201244801282884,10656138,8
11,44,2966.1626722812653,9.201244801282884,10656138,8
12,47,4529.585910081863,9.201244801282884,10656138,8
13,50,3393.5465178489685,9.201244801282884,10656138,8
14,53,3035.999915599823,9.201244801282884,10656138,8
15,56,3577.186614513397,9.201244801282884,10656138,8
16,59,5056.6435396671295,9.201244801282884,10656138,8
17,62,3509.087231397629,9.201244801282884,10656138,8
18,65,3403.4773285388947,9.201244801282884,10656138,8
19,68,4862.531191110611,9.201244801282884,10656138,8
20,71,4811.797091960907,9.201244801282884,10656138,8
21,74,4847.906447172165,9.201244801282884,10656138,8
22,77,4257.859182596207,9.201244801282884,10656138,8
23,80,4538.468702793121,9.201244801282884,10656138,8
24,83,4312.062579870224,9.201244801282884,10656138,8
25,86,5674.5940721035,9.201244801282884,10656138,8
26,89,5127.827672719955,9.201244801282884,10656138,8
27,92,4505.187490224838,9.201244801282884,10656138,8
28,95,5068.312509775162,9.201244801282884,10656138,8
29,98,4074.766050338745,9.201244801282884,10656138,8
30,101,4646.343482017517,9.201244801282884,10656138,8
31,104,4198.437899589539,9.201244801282884,10656138,8
32,107,4162.486881494522,9.201244801282884,10656138,8
33,110,4300.372008800507,9.201244801282884,10656138,8
34,113,4362.532484531403,9.201244801282884,10656138,8
35,116,4731.014397859573,9.201244801282884,10656138,8
36,119,4035.1253492832175,9.201244801282884,10656138,8
37,122,4051.609074115753,9.201244801282884,10656138,8
38,125,4139.703087806702,9.201244801282884,10656138,8
39,128,4558.797242164612,9.201244801282884,10656138,8
40,131,3857.4061794281006,9.201244801282884,10656138,8
41,134,4153.718439102173,9.201244801282884,10656138,8
42,137,3786.9219942092896,9.201244801282884,10656138,8
43,140,4729.703145265579,9.201244801282884,10656138,8
44,143,4445.3442351818085,9.201244801282884,10656138,8
45,146,4218.937066316605,9.201244801282884,10656138,8
46,149,4924.7983729839325,9.201244801282884,10656138,8
47,152,6769.967251062393,9.201244801282884,10656138,8
48,155,4783.5832805633545,9.201244801282884,10656138,8
49,158,4079.530979156494,9.201244801282884,10656138,8
50,161,3112.6561300754547,9.201244801282884,10656138,8
51,164,3810.9554624557495,9.201244801282884,10656138,8
52,167,3927.747828245163,9.201244801282884,10656138,8
53,170,3510.093939065933,9.201244801282884,10656138,8
54,173,3785.5786702632895,9.201244801282884,10656138,8
55,176,3646.4523606300354,9.201244801282884,10656138,8
56,179,3369.8292756080627,9.201244801282884,10656138,8
57,182,3214.1643652915955,9.201244801282884,10656138,8
58,185,3320.9553203582764,9.201244801282884,10656138,8
59,188,3634.724434137344,9.201244801282884,10656138,8
60,191,3051.0009961128235,9.201244801282883,10656138,8
