eval,obj,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
11,9.201244801282884,0.28461528,0.4659262,-0.019651433,0.05248888,0.18717231,0.15272178,0.19227755,-0.15157194,0.0428416,-0.15976276
11,11.845741868019104,0.18892309,0.93462664,0.72119236,-0.2277806,-0.15584858,0.16236646,-0.07535463,0.1606242,-0.21663554,0.33561993
11,12.35881531238556,0.64220065,0.16140206,-0.18761545,0.4710879,0.008624145,0.4391884,-0.096372865,-0.03873184,0.30527908,-0.29530847
11,14.020427584648132,-0.4955947,0.36539793,-0.21049888,-0.22191371,0.36288735,0.2821063,0.74311566,0.042762637,0.085340105,0.40418786
11,14.788059413433077,0.11339785,-0.3808005,-0.12691292,0.75565714,-0.23301886,0.5511035,0.49192363,0.052534916,0.40097165,0.81886566
11,16.152644395828247,-0.22105514,0.99008435,0.0018941383,-0.1288335,0.2912942,0.6251342,-0.54980725,0.20038757,0.35522455,0.21102072
11,18.39494699239731,-0.027548103,0.38094705,0.126284,0.19679376,0.15117534,0.3036745,-0.25774565,-0.7589343,-0.037436433,-0.7273812
11,19.999870896339417,0.39632064,0.22000803,-0.27971876,0.04735408,0.25410926,-0.30534127,0.6240032,-1.4182079,-0.58140236,-0.016400803
11,20.9937436580658,0.38031933,0.37214586,0.6964344,-0.31980357,0.304364,0.835281,-0.35479933,0.030659856,-0.27711505,-0.6085395
11,27.076523423194885,0.3174114,1.0653083,0.07699686,-0.11673755,0.4890965,0.007491969,-0.30541182,-0.34227753,0.88765174,-0.4163443
11,28.91081774234772,0.26889136,0.08896263,-0.28710547,-0.15624963,0.110731095,0.3115848,0.12892778,-1.13129,0.45422608,-0.40068838
14,9.201244801282884,0.2846152782440185,0.4659262001514435,-0.0196514334529638,0.0524888783693313,0.1871723085641861,0.1527217775583267,0.1922775506973266,-0.1515719443559646,0.0428415983915329,-0.159762755036354
14,11.845741868019104,0.1889230906963348,0.9346266388893129,0.7211923599243164,-0.227780595421791,-0.1558485776185989,0.1623664647340774,-0.075354628264904,0.1606242060661316,-0.2166355401277542,0.3356199264526367
14,12.35881531238556,0.6422006487846375,0.1614020615816116,-0.1876154541969299,0.4710879027843475,0.0086241448298096,0.4391883909702301,-0.096372865140438,-0.0387318395078182,0.3052790760993957,-0.2953084707260132
14,14.020427584648132,-0.495594710111618,0.3653979301452636,-0.2104988843202591,-0.2219137102365493,0.3628873527050018,0.2821063101291656,0.7431156635284424,0.0427626371383667,0.085340104997158,0.4041878581047058
14,14.46184903383255,0.2623617351055145,0.2622856199741363,-0.3184466063976288,-0.162496417760849,0.1143028065562248,0.2803831994533539,0.4161578714847564,-0.2297219336032867,-0.1178723946213722,-0.38499316573143
14,14.788059413433077,0.1133978515863418,-0.3808004856109619,-0.126912921667099,0.7556571364402771,-0.2330188602209091,0.5511034727096558,0.4919236302375793,0.0525349155068397,0.4009716510772705,0.8188656568527222
