generation,num_eval,time,evaluation,size,active_node
0,11,188.15678811073303,14.174869060516356,11166140,7
1,14,3946.699443101883,12.018305271863936,3719514,5
2,17,3050.0450394153595,12.018305271863936,3719514,5
3,20,3805.4556510448456,12.018305271863936,3719514,5
4,23,3688.456522464752,11.383862525224686,4287210,8
5,26,3480.629161119461,11.383862525224686,4287210,8
6,29,4666.687836647034,11.383862525224686,4287210,8
7,32,4273.346989631653,10.317061811685562,14597578,12
8,35,4413.9512503147125,10.317061811685562,14597578,12
9,38,3794.5574531555176,10.317061811685562,14597578,12
10,41,3905.358829975128,10.317061811685562,14597578,12
11,44,5475.70830988884,10.317061811685562,14597578,12
12,47,3417.837384223938,10.317061811685562,14597578,12
13,50,3090.208926677704,10.317061811685562,14597578,12
14,53,3997.770002365112,10.317061811685562,14597578,12
15,56,3261.546608686447,10.317061811685562,14597578,12
16,59,3619.774945020676,10.317061811685562,14597578,12
17,62,3812.57262635231,10.317061811685562,14597578,12
18,65,4223.681951284409,10.317061811685562,14597578,12
19,68,4109.811497926712,10.13790637254715,7357386,7
20,71,3290.9281458854675,10.13790637254715,7357386,7
21,74,3312.497067451477,10.13790637254715,7357386,7
22,77,3327.0426831245422,10.13790637254715,7357386,7
23,80,4041.054871559143,10.13790637254715,7357386,7
24,83,3526.9391362667084,10.13790637254715,7357386,7
25,86,3278.8795471191406,10.13790637254715,7357386,7
26,89,3866.502116918564,10.13790637254715,7357386,7
27,92,3148.6783397197723,10.13790637254715,7357386,7
28,95,3073.0861139297485,10.13790637254715,7357386,7
29,98,4207.970372200012,10.13790637254715,7357386,7
30,101,3184.2417328357697,10.13790637254715,7357386,7
31,104,3736.565100193024,10.13790637254715,7357386,7
32,107,3224.295040369034,10.13790637254715,7357386,7
33,110,3160.6529054641724,10.13790637254715,7357386,7
34,113,3890.1821570396414,10.13790637254715,7357386,7
35,116,3271.7784144878387,10.13790637254715,7357386,7
36,119,3773.721850395202,10.13790637254715,7357386,7
37,122,3649.515546798706,10.13790637254715,7357386,7
38,125,3554.3822450637817,10.13790637254715,7357386,7
39,128,4500.427780151367,10.13790637254715,7357386,7
40,131,3472.9865102767944,10.13790637254715,7357386,7
41,134,4653.437469482422,10.13790637254715,7357386,7
42,137,3337.3198640346527,9.981814444065094,1688906,6
43,140,4580.796051502228,9.836734861135485,20487114,9
44,143,3694.0468559265137,9.836734861135485,20487114,9
45,146,3855.718962430954,9.836734861135485,20487114,9
46,149,3856.031052350998,9.836734861135485,20487114,9
47,152,3825.1092727184296,9.836734861135485,20487114,9
48,155,4604.608906745911,9.836734861135485,20487114,9
49,158,3466.5023906230927,9.836734861135485,20487114,9
50,161,5216.390367269516,9.836734861135485,20487114,9
51,164,3600.3125960826874,9.836734861135485,20487114,9
52,167,3358.8123672008514,9.836734861135485,20487114,9
53,170,5086.518581390381,9.836734861135485,20487114,9
54,173,4349.879790067673,9.836734861135485,20487114,9
55,176,3537.8607268333435,9.836734861135485,20487114,9
56,179,3947.71959733963,9.836734861135485,20487114,9
57,182,3667.0624480247498,9.836734861135485,20487114,9
58,185,3475.466529130936,9.836734861135485,20487114,9
59,188,3888.140451908112,9.836734861135485,20487114,9
60,191,5609.8534371852875,9.836734861135483,20487114,9
