generation,num_eval,local_i,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,0,2.072273969650269,20.73742803017196,1.5596752860557817,0.1157983690500259,0.8235059380531311,-0.1213731467723846,0.3730106949806213,-0.0910896807909011
1,6,100,2.062624216079712,25.912051168745187,1.0282977207544537,0.0179182458668947,1.0303071737289429,-0.1088268160820007,0.3886153101921081,-0.0620676428079605
1,6,200,2.062410593032837,26.86299408084262,0.929117511164534,0.0585587918758392,0.8938904404640198,-0.1518137454986572,0.3781580924987793,-0.0407618321478366
1,6,300,2.0337185859680176,19.78316555860556,1.6452650403854996,0.0380751937627792,0.935902178287506,-0.135901540517807,0.3815072774887085,-0.1058589071035385
1,6,400,2.0470223426818848,26.923656460648125,0.9228505183038438,0.144310250878334,0.7448120713233948,-0.1487112492322921,0.3331665694713592,-0.0998808145523071
1,6,500,1.964043140411377,26.152837918403424,1.0030397528428652,0.1325786560773849,0.8181771039962769,-0.1112437695264816,0.3726194202899933,-0.0524007007479667
1,6,600,1.984575271606445,26.883220516123515,0.9270270011432586,0.1427294015884399,0.8513618111610413,-0.0866010338068008,0.3532489836215973,-0.1412104368209839
1,6,700,1.984248638153076,22.720352218044773,1.2371209623823036,0.0914799496531486,0.4267409145832062,-0.5110669136047363,0.4543384313583374,-0.7279189229011536
1,6,800,2.070594310760498,26.330026026977208,0.9776833949391452,-0.0142964599654078,0.5849164724349976,-0.5214328169822693,0.4406977295875549,-0.7573670148849487
1,6,900,1.968789339065552,26.94632461189751,0.9205036840660537,0.1723300963640213,0.3203409612178802,-0.5092501640319824,0.4150578081607818,-0.8069055080413818
2,9,0,2.085399627685547,10.930877145439611,1.4176283704749886,0.0626437440514564,0.345329225063324,-0.5262359380722046,0.3585371673107147,-0.3575749099254608
2,9,100,1.968770265579224,10.023065811810836,1.9117659989696167,0.0292975585907697,0.691047728061676,-0.315638780593872,0.3224723935127258,-0.2099881470203399
2,9,200,2.079518318176269,10.581457884016729,1.7830781278973036,-0.0265807472169399,0.6373370289802551,-0.4597086310386657,0.350732684135437,-0.4644463360309601
2,9,300,2.016756057739258,10.454942818585328,1.5594609679276117,0.0314197987318038,0.6123712658882141,-0.3639397323131561,0.4264561533927917,-0.1264009624719619
2,9,400,1.9582760334014893,9.704635610700082,1.4607913210383574,0.0292942374944686,0.6743862628936768,-0.3361550569534302,0.4085615277290344,-0.2928533256053924
2,9,500,1.9220542907714844,10.09468853586475,1.289290678630049,0.0815612375736236,0.6904677748680115,-0.2668747305870056,0.3482073843479156,-0.2917175590991974
2,9,600,1.9284133911132808,9.39641866961042,1.6991933947742304,0.0333499535918235,0.7597717642784119,-0.3009215295314789,0.3760276138782501,-0.3423918485641479
2,9,700,1.9278802871704104,9.82558150297525,1.887692675361349,0.0101824160665273,0.5809977650642395,-0.4052861332893371,0.3951639533042907,-0.1819619536399841
2,9,800,1.967712163925171,9.359321617930608,1.815366450687144,0.0233424101024866,0.7313652038574219,-0.308270126581192,0.3723193407058716,-0.2852273881435394
2,9,900,1.9975993633270264,10.21450670128777,1.5923573599353622,0.0289939288049936,0.7073802351951599,-0.2894726991653442,0.3576410114765167,-0.0667864009737968
3,12,0,2.046881675720215,8.814711770516263,2.297080772175593,-0.0166059359908103,0.6277651786804199,-0.4055114090442657,0.3426134884357452,-0.1978636085987091
3,12,100,2.0782604217529297,8.38749160432569,3.085568826327746,0.0336571373045444,0.4927807450294494,-0.4247480928897857,0.2866052687168121,-0.1265400201082229
3,12,200,2.014073371887207,8.330032351559467,3.135450525659059,0.0330576822161674,0.5219689607620239,-0.4082222580909729,0.3019679486751556,-0.0530979111790657
3,12,300,2.0725879669189453,8.52499492100364,2.6585514145268827,0.0224672853946685,0.504359245300293,-0.4601579308509826,0.3156958818435669,-0.2658255696296692
3,12,400,1.915024995803833,8.880486425854782,2.246990391117561,0.0355443321168422,0.5079801678657532,-0.4583748579025268,0.350685179233551,-0.3280839025974273
3,12,500,1.9372458457946773,8.735638676121997,3.14599127287534,0.058462981134653,0.4931556582450866,-0.3779078722000122,0.2828044891357422,-0.0028606643900275
3,12,600,1.9582500457763672,8.677287357678976,3.0726555645083526,0.0388917662203311,0.4470306038856506,-0.4431098401546478,0.2698937654495239,-0.0765253379940986
3,12,700,1.9534120559692385,8.335186071187394,3.052744182120456,0.0338486768305301,0.5463533401489258,-0.3759428560733795,0.3377147316932678,-0.0281563494354486
3,12,800,1.907673597335816,8.291431369601845,2.945489129862964,0.0442207045853138,0.6200311779975891,-0.3195934593677521,0.3317082822322845,-0.1319679617881775
3,12,900,1.994492530822754,8.464989207924335,2.846063722531285,0.0129702500998973,0.5172271728515625,-0.4277649521827698,0.3472324907779693,-0.0381124280393123
4,15,0,1.9972736835479736,13.10684357631796,1.6711790542365197,0.1644524484872818,0.679997980594635,-0.1655582934617996,0.3290418684482574,-0.093214251101017
4,15,100,1.9523160457611084,9.200446971196072,3.253845034404063,-0.0816102176904678,0.3815941512584686,-0.6243336200714111,0.4040292501449585,-0.1178145855665206
4,15,200,1.9270343780517576,9.785087132916054,3.9160022880808985,-0.0809028074145317,0.4031889140605926,-0.6162539124488831,0.2754617631435394,-0.2129875272512436
4,15,300,1.9845879077911377,9.541252443352494,2.1640403870285083,-0.1484179496765136,0.4693486392498016,-0.6297879219055176,0.2948931753635406,-0.0508366636931896
