generation,num_eval,time,evaluation,size,active_node
0,6,687.1687037944794,11.029470026493073,692330,5
1,9,4771.440801143646,11.029470026493073,692330,5
2,12,4255.343452215195,11.029470026493073,692330,5
3,15,3858.0933017730713,11.029470026493073,692330,5
4,18,3387.575210094452,11.029470026493073,692330,5
5,21,3266.613432407379,11.029470026493073,692330,5
6,24,2847.6081931591034,11.029470026493073,692330,5
7,27,4449.324234247208,11.029470026493073,692330,5
8,30,4969.749746322632,11.029470026493073,692330,5
9,33,2758.484307050705,11.029470026493073,692330,5
10,36,3221.031632900238,10.472885936498642,4562291,7
11,39,4968.952778100967,10.472885936498642,4562291,7
12,42,2831.3281235694885,10.472885936498642,4562291,7
13,45,3243.918696641922,9.652842938899994,12660789,8
14,48,3083.310101270676,9.652842938899994,12660789,8
15,51,3548.796922445297,9.652842938899994,12660789,8
16,54,3628.2655725479126,9.652842938899994,12660789,8
17,57,4237.546929597855,9.652842938899994,12660789,8
18,60,2994.024616718292,9.652842938899994,12660789,8
19,63,4153.13516998291,9.652842938899994,12660789,8
20,66,3193.629958629608,9.652842938899994,12660789,8
21,69,3378.53227686882,9.652842938899994,12660789,8
22,72,3247.906223058701,9.652842938899994,12660789,8
23,75,3797.954281568527,9.652842938899994,12660789,8
24,78,2896.4833846092224,9.652842938899994,12660789,8
25,81,3050.702981710434,9.652842938899994,12660789,8
26,84,4167.484419822693,9.652842938899994,12660789,8
27,87,2850.062926530838,9.652842938899994,12660789,8
28,90,3680.1412949562073,9.652842938899994,12660789,8
29,93,3008.835723876953,9.652842938899994,12660789,8
30,96,2783.764375925064,9.652842938899994,12660789,8
31,99,3573.3502037525177,9.652842938899994,12660789,8
32,102,2876.8844141960144,9.652842938899994,12660789,8
33,105,3592.984048366546,9.652842938899994,12660789,8
34,108,3636.0807852745056,9.652842938899994,12660789,8
35,111,3619.065896511078,9.652842938899994,12660789,8
36,114,4287.223853826523,9.652842938899994,12660789,8
37,117,3140.000277042389,9.652842938899994,12660789,8
38,120,3662.421752929688,9.652842938899994,12660789,8
39,123,3629.656142234802,9.652842938899994,12660789,8
40,126,3944.3600203990936,9.652842938899994,12660789,8
41,129,2940.3438217639923,9.652842938899994,12660789,8
42,132,3382.240131855011,9.652842938899994,12660789,8
43,135,3644.9373638629913,9.652842938899994,12660789,8
44,138,3316.0910334587097,9.652842938899994,12660789,8
45,141,4181.771043539047,9.652842938899994,12660789,8
46,144,3788.723345994949,9.652842938899994,12660789,8
47,147,3050.467443227768,9.652842938899994,12660789,8
48,150,3478.6316981315613,9.651566982269289,9897242,8
49,153,3959.392709732056,9.651566982269289,9897242,8
50,156,3482.4685299396515,9.651566982269289,9897242,8
51,159,3307.517825126648,9.651566982269289,9897242,8
52,162,3565.459802389145,9.651566982269289,9897242,8
53,165,3232.828537464142,9.651566982269289,9897242,8
54,168,2965.7963659763336,9.651566982269289,9897242,8
55,171,3658.328329086304,9.651566982269289,9897242,8
56,174,3188.453052997589,9.651566982269289,9897242,8
57,177,5101.703144550324,9.651566982269289,9897242,8
58,180,4091.452809095383,9.651566982269289,9897242,8
59,183,3901.281304597855,9.651566982269289,9897242,8
60,186,3446.781628847122,9.651566982269287,9897242,8
