generation,num_eval,local_i,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,0,2.0140037536621094,17.63854469741563,0.6321949376962048,0.4608944058418274,0.4118002951145172,-0.3590917587280273,0.2584497332572937,-0.6258286237716675
1,6,100,1.957570552825928,17.798053859999023,0.9529151515593274,0.7024842500686646,0.3714906275272369,-0.2511145174503326,0.3002433776855469,-0.7574092745780945
1,6,200,2.000095129013061,19.354844863778148,0.3467641496873236,0.5564218163490295,0.3005781471729278,-0.3185595571994781,0.267069935798645,-0.6786242127418518
1,6,300,1.9996931552886963,18.786977524342888,1.2952725278253443,0.8465356826782227,0.3901089131832123,-0.1570723205804824,0.3338556587696075,-0.6105965375900269
1,6,400,1.9872589111328125,19.44361096326557,1.380828840713481,1.0639870166778564,0.4360817372798919,-0.0190232843160629,0.2913107573986053,-0.3689921796321869
1,6,500,1.906615972518921,19.369485800886963,0.9879026221956172,0.9856152534484864,0.4030427932739258,-0.099109910428524,0.2162856310606002,-0.5689895749092102
1,6,600,2.020723581314087,19.539573044038185,1.182139861805664,1.0443540811538696,0.437853068113327,0.0384466573596,0.2772280871868133,0.1430176943540573
1,6,700,1.995827913284301,17.99152527818477,1.0860610457521476,0.736775815486908,0.3814697861671448,-0.1369189620018005,0.3042265772819519,-0.1531883925199508
1,6,800,2.000005960464477,18.102208936289536,0.349344629097631,0.3504405319690704,0.3599161803722381,-0.4461345970630646,0.2850058674812317,-0.8461720943450928
1,6,900,1.9748127460479736,19.26156974691209,0.4390595875846814,0.7289950251579285,0.3922466337680816,-0.1118795499205589,0.2056702077388763,0.2217293530702591
2,9,0,2.016922950744629,18.90155534125397,0.9283879380200146,1.266961693763733,0.3646435737609863,-0.0351432636380195,0.3007555305957794,-0.971485197544098
2,9,100,2.0402183532714844,16.708794598706234,2.1013018916798742,0.4110068380832672,0.3953051269054413,-0.3177258372306824,0.3858084976673126,-0.3893535137176513
2,9,200,1.98075008392334,17.043880872142136,1.814653239582506,0.4379286766052246,0.3627812564373016,-0.3219040632247925,0.3241107165813446,-0.4425353109836578
2,9,300,1.9532451629638672,16.94421999814061,1.457213910019194,0.4592364430427551,0.4136333763599396,-0.3582485318183899,0.2275717407464981,-0.5502200126647949
2,9,400,2.030888557434082,16.315268091673076,2.024688405818025,0.4671362638473511,0.3979012668132782,-0.3270756602287292,0.3570531904697418,-0.5783373117446899
2,9,500,2.047017812728882,16.99510074712655,1.851821367141364,0.5012924671173096,0.3906056582927704,-0.3423956334590912,0.266887903213501,-0.6412478089332581
2,9,600,1.9999351501464844,17.049103828139266,1.7735118604812354,0.4536601603031158,0.3986274003982544,-0.2707917988300323,0.239119604229927,-0.0454736277461051
2,9,700,2.044804096221924,18.04730099827718,2.1696415088762504,0.3732941150665283,0.4652458727359772,-0.3116270005702972,0.3209502398967743,-0.1680375784635543
2,9,800,1.948795318603516,16.86945704678125,2.219574707626653,0.4931366145610809,0.4666297435760498,-0.2972429096698761,0.3722167015075683,-0.4754393398761749
2,9,900,1.9532630443573,17.019107677814894,2.2418697190836467,0.407778799533844,0.4598528742790222,-0.310764878988266,0.3286496996879577,-0.2150829434394836
3,12,0,2.061790704727173,16.33500626419106,2.114037573826125,0.5157997012138367,0.4468734562397003,-0.1929567158222198,0.5340861678123474,-0.0791383534669876
3,12,100,2.09305739402771,14.382642161223608,3.487118739457769,0.495697408914566,0.4942587018013,-0.3664071559906006,0.4193283319473266,-0.9102411866188048
3,12,200,1.970303058624268,14.586274254148412,3.683460081069624,0.4775483012199402,0.4791414141654968,-0.3523622155189514,0.6068556904792786,-0.9567354917526244
3,12,300,2.093777894973755,14.526004594255156,3.595063045758509,0.4949464201927185,0.5183162093162537,-0.3285021781921386,0.5213442444801331,-0.8278923034667969
3,12,400,2.062434434890747,14.545443703493111,3.295233344435262,0.4669811129570007,0.4384220242500305,-0.2990598678588867,0.5347881317138672,-0.625111997127533
3,12,500,2.0418004989624023,14.05764180587913,3.891258835379258,0.472117006778717,0.5018766522407532,-0.3526807427406311,0.5109659433364868,-0.9439949989318848
3,12,600,2.087397336959839,14.077345456235651,3.836937641622448,0.4780329167842865,0.5034993886947632,-0.3683410286903381,0.4764416813850403,-0.9547431468963624
3,12,700,2.140284776687622,14.73623558342863,3.011846419507414,0.4970062673091888,0.4804393053054809,-0.3223658800125122,0.3909183740615845,-0.6522157192230225
3,12,800,2.078312397003174,13.974037417676996,3.836768282537412,0.4731715023517608,0.4776278138160705,-0.349809467792511,0.4926208555698395,-0.8408228754997253
3,12,900,2.062460660934448,14.511087593528382,3.562625201263516,0.4473657310009002,0.5057401061058044,-0.3245365917682647,0.568953275680542,-0.6886622905731201
4,15,0,2.0025789737701416,-2.884731354214651,20.717733481460268,-0.0758183896541595,0.6961290240287781,-0.5158687233924866,0.4722247719764709,-0.0489401035010814
4,15,100,1.917198181152344,-20.75607267025574,38.77967738003676,-0.2730372250080108,1.5377224683761597,-0.5933194160461426,1.0240360498428345,-0.03003840893507
4,15,200,1.9845993518829343,-20.48116091088292,39.19425410443964,-0.5281079411506653,1.6783442497253418,-0.8521316051483154,0.4664879441261291,-0.0409194268286228
4,15,300,1.984453201293945,-20.42436576051777,38.67896777062316,-0.4765687882900238,1.5424509048461914,-0.8254010081291199,0.4027589857578277,-0.0380194075405597
4,15,400,2.021984815597534,-19.922027601107665,38.81344730755248,-0.435483455657959,1.7334553003311155,-0.8991998434066772,0.0505075305700302,-0.0470395348966121
4,15,500,2.0011088848114014,-20.317492126591823,38.40181888334397,-0.2153832763433456,1.561366319656372,-0.7043442726135254,0.2826174795627594,-0.0445334017276763
4,15,600,1.978529930114746,-19.68096147146327,37.99012967831216,-0.5030844807624817,1.506636142730713,-0.8527464270591736,0.2789668142795563,-0.0594443380832672
4,15,700,1.906224012374878,-19.59523269581832,38.04396416017296,-0.245726466178894,1.6636035442352295,-0.8256543874740601,-0.1849177479743957,-0.0262229964137077
4,15,800,1.985187530517578,-20.55528748537472,39.33536426319303,-0.430334210395813,1.7411032915115356,-0.726338267326355,0.8400754928588867,-0.0304745119065046
4,15,900,1.999975681304932,-19.491418532462625,38.54296278108497,-0.0853655487298965,1.8350017070770264,-0.4940777719020843,1.258273363113403,-0.0577044263482093
5,18,0,2.021191120147705,6.978117059028257,11.562787779848382,0.4759722054004669,0.925719439983368,-0.2680989801883697,0.3140872120857239,0.0213767755776643
5,18,100,1.9215071201324463,-1.7731527356909922,21.04393027228908,0.6260854601860046,0.9348480105400084,0.0294588729739189,1.6318238973617554,-0.0548015758395195
5,18,200,2.0076353549957275,-2.945222652141645,22.501009124631445,0.4080381095409393,0.9478079676628112,-0.0362611897289752,2.073289632797241,-0.0326354280114173
5,18,300,2.030241012573242,-2.747471624740065,22.62355400098404,0.4540463387966156,0.9887855648994446,0.0023321199696511,2.098337411880493,-0.0210939366370439
5,18,400,2.000387191772461,-2.4208954462151766,22.537680980745467,0.5070456266403198,0.9318607449531556,0.03198853880167,2.1734180450439453,-0.0476069785654544
5,18,500,1.9596576690673828,-2.3709765655572568,22.592448008048628,0.4350073933601379,1.0640840530395508,-0.036856010556221,2.03947114944458,-0.063367411494255
5,18,600,2.0057594776153564,-2.7854228153704668,22.32762685243657,0.4648972153663635,1.0747677087783811,-0.0516952015459537,1.7927196025848389,-0.0528493300080299
5,18,700,2.0416953563690186,-2.491018382446775,22.94263000006962,0.5510380864143372,1.0024031400680542,0.0638385340571403,2.1753320693969727,-0.0419559329748153
5,18,800,1.999809741973877,-0.8323517483086391,23.004250713723707,0.5536010265350342,1.2362534999847412,0.0472656637430191,2.219699144363404,-0.0276586636900901
5,18,900,1.9844295978546145,-2.063249211865504,22.65001313610395,0.4954076707363128,1.1472920179367063,0.0079929940402507,1.9912244081497192,-0.015323962084949
6,21,0,2.0155653953552246,8.76547293842971,9.283057871727268,0.2407077997922897,0.8435928225517273,-0.1623813509941101,1.586153507232666,-0.0011121399002149
6,21,100,1.9375991821289065,9.402682280486935,13.94355957091478,0.0189930964261293,1.5438742637634275,-0.8667243123054504,-0.7459040284156799,-0.2581497430801391
6,21,200,1.958662033081055,5.347747400569638,13.264173389088036,0.2933951318264007,1.163119554519653,-0.7713369727134705,-1.1020361185073853,-0.0488487184047699
6,21,300,1.9374263286590576,5.366992572741594,13.277707623671976,0.4530874788761139,1.1972113847732544,-0.623244047164917,-0.9586061835289,-0.0406531244516372
6,21,400,1.9196314811706543,5.107546209740121,13.036473391234928,0.1045537441968917,1.0824912786483765,-0.7924262285232544,-0.9443825483322144,-0.0161101296544075
6,21,500,1.9802939891815183,5.716447733718425,13.446560360130665,0.4246398508548736,1.3572887182235718,-0.6459903120994568,-0.8916597962379456,-0.0143911764025688
6,21,600,1.952054500579834,5.309253836695632,14.113598985769377,0.4638326466083526,1.039296269416809,-0.8057255744934082,-1.558549165725708,-0.0336525477468967
6,21,700,2.0603015422821045,4.629423507544303,13.412023010962782,0.1861708760261535,1.1150859594345093,-0.724602222442627,-0.8754620552062988,-0.0432808212935924
6,21,800,2.042290687561035,6.599418656832633,13.381807161138298,0.4679075479507446,1.409423828125,-0.6721485257148743,-1.047710657119751,-0.0004939261707477
6,21,900,1.984458923339844,3.7650695919716526,13.959733073803552,0.2498718202114105,1.14631986618042,-0.5329767465591431,-0.2362596988677978,-0.0203405357897281
7,24,0,1.9710793495178225,15.540023390577405,5.480790864194339,-0.2309845238924026,1.2598499059677124,-1.1324080228805542,-1.1670478582382202,-0.5417554378509521
7,24,100,1.891881227493286,18.679140885363456,6.493245073831334,-0.9857422709465028,1.1935511827468872,-0.9327886700630188,1.301513910293579,-0.1040262207388877
7,24,200,1.958906650543213,13.87750257731847,6.112143144806554,-0.4979851543903351,0.9684998393058776,-0.6242861151695251,1.2506965398788452,-0.0794296860694885
7,24,300,1.8907568454742432,18.049854753161203,8.498174932229018,-0.9300012588500975,1.2735458612442017,-0.958874523639679,1.061225652694702,-0.2450266927480697
