generation,num_eval,local_i,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,0,2.000007152557373,17.914954901248205,0.778525036338869,0.2084177136421203,-0.3515283167362213,-0.5192427039146423,0.1091742068529129,0.0503859370946884
1,6,100,2.015645980834961,18.14857344399689,1.6729457862941368,0.0311302412301301,-0.3544804155826568,-0.7481903433799744,0.1471896320581436,-0.2612359225749969
1,6,200,2.1233246326446533,17.643119594936728,1.4217492884937255,0.1077461466193199,-0.3048535585403442,-0.5841494202613831,0.1639026701450348,-0.054725345224142
1,6,300,2.0465610027313232,17.663408505943632,1.4848951083319786,0.0851653218269348,-0.3536097407341003,-0.6252550482749939,0.1641242951154709,-0.0592965558171272
1,6,400,1.9525372982025144,17.89758177742386,1.2045932435499245,0.1475797891616821,-0.2653294503688812,-0.5957951545715332,0.1446120142936706,-0.1734236627817154
1,6,500,2.0468292236328125,17.662446681010884,1.3822202855348291,0.1994068473577499,-0.2921048700809479,-0.5104910135269165,0.1701444387435913,-0.048984657973051
1,6,600,2.046705961227417,17.64510324889082,1.5995328116070984,0.1600953638553619,-0.3240362405776977,-0.5284340381622314,0.2072085291147232,-0.0895005092024803
1,6,700,2.204721450805664,17.821184355612807,1.5798171533117176,0.0469758436083793,-0.2884669899940491,-0.6311655640602112,0.2233236879110336,-0.1302764266729354
1,6,800,1.9847886562347408,17.86934827325473,1.3430450222873591,0.3440766036510467,-0.325725108385086,-0.4431375861167907,0.1278323531150818,-0.1648174375295639
1,6,900,2.12500548362732,17.930850733669313,1.440870170589748,0.3199913501739502,-0.2698808014392853,-0.3665966093540191,0.2332378476858139,-0.1125072911381721
2,9,0,1.9987013339996336,38.420752087638384,7.589696441690805,0.1289816051721573,-0.5166890621185303,-0.5672300457954407,0.3694035410881042,-0.2755702137947082
2,9,100,1.921845436096192,37.45577782309966,7.805724735744065,0.2389084845781326,-0.3555827438831329,-0.5393199324607849,0.0151022039353847,0.0983924195170402
2,9,200,1.9687597751617432,38.70855146777869,7.527508054639919,0.1758394241333007,-0.0908084735274314,-0.4719163477420807,0.283168613910675,-0.2545755803585052
2,9,300,1.953282117843628,38.67721572811407,7.534851356043579,0.2508434653282165,-0.467786431312561,-0.490551620721817,0.0831025391817092,0.1340617686510086
2,9,400,1.9375100135803225,38.524403633600144,7.57011746016313,0.2124044001102447,-0.200698897242546,-0.5041806101799011,0.2355351150035858,-0.3003827333450317
2,9,500,1.922199010848999,38.41706130906871,7.595058468428897,0.2582337856292724,-0.3670419752597809,-0.5208851099014282,0.0425267666578292,0.0422647334635257
2,9,600,1.937626600265503,38.69292449650374,7.531151105438251,0.2034176439046859,-0.215071827173233,-0.472339004278183,0.3028458952903747,-0.2767311036586761
2,9,700,1.937453031539917,38.33373556403241,7.614059772631652,0.2218818515539169,-0.2847049832344055,-0.5107913017272949,0.0600138567388057,0.10077416151762
2,9,800,1.953209638595581,38.70940854152698,7.527301649030432,0.2327427566051483,-0.7499087452888489,-0.5796393752098083,0.2940171360969543,-0.2653560936450958
2,9,900,1.968341588973999,38.70406537998513,7.528562044053916,0.214193508028984,-0.2351051568984985,-0.5107378959655762,0.0355599336326122,0.1254813224077224
3,12,0,1.9844751358032229,26.25897968253677,5.627638942560136,0.1419721394777298,-0.2046063840389251,-0.5509741306304932,0.1369212567806244,-0.0186984948813915
3,12,100,1.890611171722412,40.4817029751144,5.603594758439463,0.0663025751709938,-0.1754216104745865,-0.5598074793815613,0.1917954683303833,0.0081262178719043
3,12,200,1.9170379638671875,40.53118089887826,5.591991354514632,0.0694297850131988,-0.2171812504529953,-0.6039336323738098,0.1610356420278549,-0.0414477549493312
3,12,300,1.9150233268737795,40.45516523496677,5.609331249242895,0.1156526803970336,-0.2853149771690368,-0.5714848041534424,0.1506204903125763,0.0068439249880611
3,12,400,1.921584129333496,40.49903440115988,5.600052241290493,0.2009978592395782,-0.4471963942050934,-0.5635579228401184,0.0815343484282493,0.0614428035914897
3,12,500,1.907583236694336,36.26546542206103,6.425181751548948,0.2095014154911041,-0.3539279401302337,-0.5156227946281433,0.0915215238928794,0.0988327264785766
3,12,600,1.9219200611114504,40.52179813977896,5.594962223931215,0.271547257900238,-0.1146867051720619,-0.4934881329536438,0.167648583650589,-0.3671177625656128
3,12,700,2.106825351715088,40.438811502238096,5.61286036127514,0.1777377128601074,-0.300028532743454,-0.5342630743980408,0.1237983554601669,0.0157849546521902
3,12,800,2.1404099464416504,40.2586495509244,5.653344046994503,0.2015857100486755,-0.3315952122211456,-0.5354582071304321,0.0831986740231514,0.0487787760794162
3,12,900,2.1559438705444336,40.41574452129592,5.617828160820001,0.1527887284755706,-0.1320624053478241,-0.5594574213027954,0.0871646702289581,-0.0602647960186004
4,15,0,2.015919208526612,33.20614501853566,5.521430901652823,0.239246517419815,-0.2060279250144958,-0.4673962295055389,0.2280501127243042,-0.2260409295558929
4,15,100,1.9534101486206048,33.55133925936371,5.491830673005991,0.1314250975847244,-0.0223641693592071,-0.5490424633026123,0.106498472392559,-0.088660754263401
4,15,200,1.927619695663452,33.55070679941361,5.42627644492498,0.0698485523462295,0.1075559556484222,-0.5366327166557312,0.1599699407815933,-0.0665457025170326
4,15,300,1.9684576988220213,23.61639909769191,5.313831620141682,0.2471192628145218,-0.4370226263999939,-0.5253068804740906,0.0590760484337806,0.0817717760801315
4,15,400,1.9048547744750977,34.19595247243199,5.353263297074826,0.1836843937635421,-0.1779509037733078,-0.5074267387390137,0.140524759888649,-0.0297440886497497
4,15,500,2.10931396484375,31.935575066930845,5.538699844568022,0.0493129454553127,0.1562704741954803,-0.5413631796836853,0.1374009847640991,0.0076811430044472
4,15,600,2.1395537853240967,30.1392772957804,6.0850994213084055,0.3575813770294189,-0.4986866414546966,-0.4997039139270782,0.0682864412665367,-0.1226947382092475
4,15,700,1.982882261276245,21.170999728868168,5.9149597085854815,0.3279156386852264,-0.5142512321472168,-0.5193918347358704,0.0603088960051536,-0.128565028309822
4,15,800,1.984180927276612,32.59120224899912,5.735011069908661,0.2375997751951217,-0.1817602217197418,-0.5438644886016846,0.0681215152144432,-0.17183318734169
4,15,900,2.125182867050171,31.85600743539561,5.54369328665954,0.1645678728818893,-0.4307512938976288,-0.5641897916793823,0.1366005539894104,0.0188847426325082
5,18,0,1.9582536220550537,17.64802165354225,5.68485892544789,0.2527324855327606,-0.2547092139720917,-0.5320491790771484,0.3234154880046844,-0.6144998669624329
5,18,100,1.9410021305084229,11.526206081520913,8.495830599560648,0.1611057221889495,-0.0995371639728546,-0.4366163313388824,0.1270579546689987,0.2154721617698669
5,18,200,1.905388116836548,13.831014182382578,9.598622538473826,0.3123117089271545,-0.0886342674493789,-0.4465768337249756,-0.1068608090281486,0.2206245064735412
5,18,300,2.042802333831787,11.566099268570198,10.0381701868652,0.2115323692560196,-0.0752870067954063,-0.4438517391681671,0.0035549199674278,0.309493750333786
5,18,400,2.14050817489624,12.275765135153566,7.792274919267172,0.2159747332334518,-0.1170868501067161,-0.4371649324893951,0.1050105839967727,0.1105866730213165
5,18,500,2.0919647216796875,10.98908624098218,8.581752280931958,0.2023040205240249,-0.109158270061016,-0.4411880373954773,0.1128253191709518,0.1480051577091217
5,18,600,1.9995980262756348,15.23233240735511,2.4643521793108345,0.257173627614975,-0.3649434447288513,-0.530838131904602,0.0614576414227485,-0.0383609756827354
5,18,700,2.028463363647461,11.97184957502752,6.541189275839973,0.1589761674404144,-0.1279550492763519,-0.4400162100791931,0.163828045129776,0.1599117964506149
5,18,800,2.015577554702759,12.98960856406195,8.775542897361058,0.1210090219974517,-0.0803513973951339,-0.4344830214977264,0.3423770070075989,-0.1171701624989509
5,18,900,2.075197696685791,13.890597110422789,8.649166732182731,0.141413927078247,-0.0787541419267654,-0.4530501067638397,0.0251554902642965,0.4479683041572571
6,21,0,2.015962839126587,27.85125791029652,6.313666372765547,0.1117525920271873,-0.1670344471931457,-0.4680776596069336,0.3041102290153503,-0.0288743507117033
6,21,100,1.9272468090057373,22.023197257002103,8.983817522995196,0.1484661698341369,-0.3252134919166565,-0.5494951009750366,0.1507910192012787,-0.0146993966773152
6,21,200,1.9530541896820068,21.603226001494672,6.716677814737142,0.2996321618556976,-0.4356303811073303,-0.5974817276000977,-0.0685538351535797,-0.035409715026617
6,21,300,1.9372711181640625,22.554728863486684,7.219178986393583,0.1589997559785843,-0.2740348279476166,-0.5174979567527771,0.1694489121437072,0.0270101521164178
6,21,400,2.020072221755981,26.45733384736093,7.781982003790246,0.2292315065860748,-0.4221415221691131,-0.5366308093070984,0.0385781303048133,0.1135785356163978
6,21,500,2.100931167602539,24.090391249526537,9.3528068609043,0.2184332907199859,-0.3659656047821045,-0.5740846395492554,0.0779835954308509,-0.1155473738908767
6,21,600,2.114171028137207,17.238993998563576,6.327593866579488,0.298100084066391,-0.38698810338974,-0.533798098564148,0.040322195738554,-0.1048996299505233
6,21,700,2.156320571899414,22.895371324783504,5.348739800952188,0.2037874460220337,-0.4367439746856689,-0.5073067545890808,0.1775944530963897,0.022416353225708
6,21,800,2.1311755180358887,22.27575452174887,5.196780396611027,0.1486101746559143,-0.37030029296875,-0.5298242568969727,0.1796889007091522,0.0293682180345058
6,21,900,1.9132905006408687,30.319473716153325,8.988342806134387,0.141945794224739,-0.3804836273193359,-0.6001394987106323,0.1319426745176315,-0.0288841091096401
7,24,0,2.015723705291748,20.62935193376472,7.761776688682092,0.1037856265902519,-0.142479807138443,-0.4569099843502044,0.2556451559066772,0.1208234280347824
7,24,100,1.906479835510254,11.048135157412368,13.256532115197473,0.0718487799167633,0.0033389518503099,-0.4072624146938324,0.3150326609611511,0.1357936859130859
