generation,num_eval,local_i,time,f_sur,f_IC,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,11,0,2.120699644088745,-11.30276373641935,0.0,0.2586999535560608,0.1988842636346817,0.1904233396053314,0.3793018758296966,-0.462689995765686,0.115473061800003,0.0814873874187469,-0.0315597876906394,-0.313545674085617,0.188127651810646
1,11,100,2.12282943725586,-1932.7763047533845,0.0,0.0264790393412113,0.2070599347352981,-2.635920286178589,0.915921688079834,-0.5861966609954834,-0.5281314253807068,0.7833549976348877,-0.5927495956420898,-2.014033794403076,3.8667361736297607
1,11,200,2.110353708267212,-1972.3921929977469,0.0,-0.3470120429992676,-0.1371200084686279,-2.508033275604248,0.8158844113349915,0.0967097431421279,-0.7167540192604065,1.4042235612869265,-0.7608188986778259,-1.9899033308029173,3.898912191390991
1,11,300,2.106395721435547,-1878.3130380965504,0.0,0.0179977063089609,0.0394697412848472,-2.385078430175781,0.8931599855422974,-0.4730998575687408,-0.6533881425857544,0.9649171233177184,-0.506598711013794,-1.9940083026885984,3.894961357116699
1,11,400,2.1713011264801025,-1966.493835231268,0.0,-0.2853298485279083,-0.0179653149098157,-2.518229722976685,0.9499545097351074,0.0845804810523986,-0.7806562185287476,1.263129711151123,-0.5394483804702759,-2.098952054977417,3.934472560882568
1,11,500,2.069471597671509,-2006.278030667182,0.0,-0.3053123950958252,-0.2033296972513198,-2.592252492904663,1.2326706647872925,-0.1157699227333068,-0.6314759254455566,1.306640625,-0.4487609267234802,-1.958275318145752,3.957808494567871
1,11,600,2.098470449447632,-1973.8285055129063,0.0,-0.3009125590324402,0.2629710435867309,-2.64115047454834,1.102609634399414,0.0567601025104522,-0.7164437770843506,1.132149577140808,-0.2394655346870422,-2.2320709228515625,3.967478275299072
1,11,700,2.0839507579803467,-2006.4990054110624,0.0,-0.263423204421997,-0.1314720213413238,-2.569483518600464,1.1242938041687012,-0.0344824902713298,-0.6928382515907288,1.2797822952270508,-0.4790034294128418,-2.0184597969055176,3.969921350479126
1,11,800,2.076449155807495,-1789.4423585482486,0.0,0.0539168156683445,0.1919034123420715,-2.5759780406951904,0.5119038224220276,-0.5864540934562683,-0.4031880497932434,0.73506098985672,-0.9884977340698242,-1.905585527420044,3.6756374835968018
1,11,900,2.1512444019317627,-1936.762017064152,0.0,-0.0970091894268989,0.2764981687068939,-2.69230580329895,0.9263059496879578,-0.3382601737976074,-0.5390632152557373,0.8760485053062439,-0.523396372795105,-2.11222505569458,3.8917527198791504
2,14,0,2.1264326572418213,-1829.077479859548,0.0,-0.4196452796459198,-0.1667597144842147,-2.7546615600585938,1.042338490486145,0.0876980349421501,-0.4407376945018768,1.2640657424926758,-0.4185175895690918,-2.1300320625305176,3.6943843364715576
2,14,100,2.162734031677246,-1979.8071055356031,0.0,-0.3255662322044372,0.1661122441291809,-2.5809712409973145,0.996700882911682,0.0613399893045425,-0.7496956586837769,1.179210186004639,-0.3781906068325043,-2.212078809738159,3.964768648147583
2,14,200,1.9757180213928225,-1987.0977983632936,0.0,-0.0920661687850952,0.2556384205818176,-2.746646881103516,0.9863108396530152,-0.3514506220817566,-0.5148167610168457,0.8918903470039368,-0.4759465754032135,-2.07330322265625,3.9471185207366943
2,14,300,2.0076282024383545,-1879.9688787848943,0.0,-0.1981468200683593,0.0555238388478755,-2.679981708526612,0.8212104439735413,-0.2319523096084594,-0.5004726052284241,1.0494983196258545,-0.786145031452179,-1.9139989614486688,3.81567645072937
2,14,400,1.984262228012085,-1876.9980900646049,0.0,-0.1111794784665107,-0.0813039317727088,-2.617312431335449,0.8925761580467224,-0.3882428705692291,-0.4913614392280578,1.0434505939483645,-0.8490332365036011,-1.817560315132141,3.793687105178833
2,14,500,1.9557673931121824,-2017.6107070533697,0.0,-0.333933025598526,0.0022593217436224,-2.655294179916382,1.0279812812805176,0.086090363562107,-0.6640365123748779,1.2449207305908203,-0.5252161026000977,-2.1171751022338867,3.9686625003814697
2,14,600,1.984694242477417,-1831.044054799216,0.0,-0.295543760061264,-0.0004748710489366,-2.5346901416778564,0.7786149382591248,0.244362324476242,-0.6213687658309937,1.3964797258377075,-0.6158292293548584,-1.8427948951721191,3.865355730056762
2,14,700,2.047525882720948,-2032.4198202510515,0.0,-0.3952361047267914,-0.0710171684622764,-2.78047776222229,1.0827641487121582,0.1446856707334518,-0.5843818783760071,1.2592183351516724,-0.6260073781013489,-2.042308807373047,3.9419023990631104
2,14,800,1.9876863956451416,-1778.6874238095793,0.0,0.0870830565690994,0.3617327511310577,-2.569105386734009,0.5876409411430359,-0.5873093605041504,-0.4710547924041748,0.6772335767745972,-0.7785044312477112,-2.0202624797821045,3.685691356658936
2,14,900,1.9837002754211424,-1845.2081072640085,0.0,-0.0378529764711856,0.0100313359871506,-2.6806485652923584,0.7703832387924194,-0.5125213861465454,-0.3546890914440155,0.8544420599937439,-0.9047751426696776,-1.8074836730957031,3.757054090499878
3,17,0,2.1273114681243896,-1489.4544433714796,0.0,-0.5971805453300476,-0.2245929390192031,-1.883782148361206,1.0225706100463867,-0.2994717955589294,-0.7204862833023071,1.296364665031433,-0.2981907427310943,-1.9621915817260744,3.5649006366729736
3,17,100,2.110925436019897,-2095.042344337756,0.0,-0.3192371129989624,0.0471080280840396,-2.715073347091675,1.1817878484725952,-0.0042869420722126,-0.6680726408958435,1.2288247346878052,-0.3944177031517029,-2.1118130683898926,4.044654369354248
3,17,200,2.0889017581939697,-2062.1680987036134,0.0,-0.5170510411262512,0.0289994776248931,-2.950732469558716,1.0335811376571655,0.3003380894660949,-0.4619490802288055,1.2677773237228394,-0.6828975081443787,-2.0918407440185547,3.929925441741944
