generation,num_eval,time,kendalltau,rank_dif,rmse
1,11,1933.271153450012,-0.1933333333333333,270.0,53.22990772048413
2,14,1991.245772361756,-0.1933333333333333,270.0,53.22990772048413
3,17,1946.754323720932,-0.1933333333333333,270.0,53.22990772048413
4,20,1949.697720527649,-0.1933333333333333,270.0,53.22990772048413
5,23,1955.992196321488,-0.1933333333333333,270.0,53.22990772048413
6,26,1963.8304874897003,-0.1933333333333333,270.0,53.22990772048413
7,29,1982.389840841293,-0.1933333333333333,270.0,53.22990772048413
8,32,1969.9381127357483,-0.1933333333333333,270.0,53.22990772048413
9,35,1997.87024974823,-0.1933333333333333,270.0,53.22990772048413
10,38,2033.9166524410248,-0.1933333333333333,270.0,53.22990772048413
11,41,2048.9350333213806,-0.1933333333333333,270.0,53.22990772048413
12,44,2047.534476518631,-0.1933333333333333,270.0,53.22990772048413
13,47,2054.998339176178,-0.1933333333333333,270.0,53.22990772048413
14,50,1945.972414970398,-0.1933333333333333,270.0,53.22990772048413
15,53,1921.599924325943,-0.1933333333333333,270.0,53.22990772048413
16,56,1915.8204135894773,-0.1933333333333333,270.0,53.22990772048413
17,59,1952.702558040619,-0.1933333333333333,270.0,53.22990772048413
18,62,1940.0261137485504,-0.1933333333333333,270.0,53.22990772048413
19,65,1957.794839382172,-0.1933333333333333,270.0,53.22990772048413
20,68,1982.777718782425,-0.1933333333333333,270.0,53.22990772048413
21,71,1994.7025210857391,-0.1933333333333333,270.0,53.22990772048413
22,74,1988.5075449943545,-0.1933333333333333,270.0,53.22990772048413
23,77,1972.966376066208,-0.1933333333333333,270.0,53.22990772048413
24,80,1942.379959344864,-0.1933333333333333,270.0,53.22990772048413
25,83,1909.103642463684,-0.1933333333333333,270.0,53.22990772048413
26,86,1931.5366578102112,-0.1933333333333333,270.0,53.22990772048413
27,89,1939.7024722099304,-0.1933333333333333,270.0,53.22990772048413
28,92,1934.0814397335048,-0.1933333333333333,270.0,53.22990772048413
29,95,1949.869545698166,-0.1933333333333333,270.0,53.22990772048413
30,98,1947.7344572544096,-0.1933333333333333,270.0,53.22990772048413
31,101,1925.1367061138155,-0.1933333333333333,270.0,53.22990772048413
32,104,1917.3190274238584,-0.1933333333333333,270.0,53.22990772048413
33,107,1938.274642705917,-0.1933333333333333,270.0,53.22990772048413
34,110,1954.297709941864,-0.1933333333333333,270.0,53.22990772048413
35,113,2040.6514029502869,-0.1933333333333333,270.0,53.22990772048413
36,116,2013.2698969841003,-0.1933333333333333,270.0,53.22990772048413
37,119,2034.0366821289065,-0.1933333333333333,270.0,53.22990772048413
38,122,2034.566848516464,-0.1933333333333333,270.0,53.22990772048413
39,125,2022.1406090259552,-0.1933333333333333,270.0,53.22990772048413
40,128,2046.531129360199,-0.1933333333333333,270.0,53.22990772048413
41,131,2004.23597741127,-0.1933333333333333,270.0,53.22990772048413
42,134,2040.863189458847,-0.1933333333333333,270.0,53.22990772048413
43,137,2036.3673219680784,-0.1933333333333333,270.0,53.22990772048413
44,140,2006.3007814884184,-0.1933333333333333,270.0,53.22990772048413
45,143,1998.7264699935915,-0.1933333333333333,270.0,53.22990772048413
46,146,1961.4339499473567,-0.1933333333333333,270.0,53.22990772048413
47,149,1960.50283241272,-0.1933333333333333,270.0,53.22990772048413
48,152,1941.6233403682709,-0.1933333333333333,270.0,53.22990772048413
49,155,1975.923669099808,-0.1933333333333333,270.0,53.22990772048413
50,158,1932.295035123825,-0.1933333333333333,270.0,53.22990772048413
51,161,1950.5076503753664,-0.1933333333333333,270.0,53.22990772048413
52,164,1921.596680879593,-0.1933333333333333,270.0,53.22990772048413
53,167,1926.7984199523928,-0.1933333333333333,270.0,53.22990772048413
54,170,1986.3563559055328,-0.1933333333333333,270.0,53.22990772048413
55,173,1981.9066832065585,-0.1933333333333333,270.0,53.22990772048413
56,176,1998.0664999485016,-0.1933333333333333,270.0,53.22990772048413
57,179,1963.266149520874,-0.1933333333333333,270.0,53.22990772048413
58,182,1994.3383703231807,-0.1933333333333333,270.0,53.22990772048413
59,185,1983.0450055599213,-0.1933333333333333,270.0,53.22990772048413
60,188,1951.500233888626,-0.1933333333333333,270.0,53.22990772048413
