generation,num_eval,time,evaluation,size,active_node
0,11,193.6329205036164,14.82801616191864,11166140,7
1,14,6289.952044487,14.82801616191864,11166140,7
2,17,4947.756469249725,10.696093320846558,17318739,7
3,20,4834.988552570343,10.696093320846558,17318739,7
4,23,6497.502958774567,10.015288084745409,14111420,8
5,26,8743.06039428711,10.015288084745409,14111420,8
6,29,5953.588373661041,10.015288084745409,14111420,8
7,32,4545.355010509491,10.015288084745409,14111420,8
8,35,4653.002536058426,10.015288084745409,14111420,8
9,38,5202.289710521698,10.015288084745409,14111420,8
10,41,5096.446968317032,10.015288084745409,14111420,8
11,44,4636.414956569672,10.015288084745409,14111420,8
12,47,5416.021496772766,10.015288084745409,14111420,8
13,50,7816.205991744995,10.015288084745409,14111420,8
14,53,5319.289270162582,10.015288084745409,14111420,8
15,56,5726.964600086212,10.015288084745409,14111420,8
16,59,6012.817807435989,10.015288084745409,14111420,8
17,62,5080.395843029022,10.015288084745409,14111420,8
18,65,5126.894898414612,10.015288084745409,14111420,8
19,68,4437.527459383011,10.015288084745409,14111420,8
20,71,3605.60893201828,10.015288084745409,14111420,8
21,74,4309.838732481003,10.015288084745409,14111420,8
22,77,5679.440338850021,10.015288084745409,14111420,8
23,80,5675.548871278763,10.015288084745409,14111420,8
24,83,6465.642502069473,10.015288084745409,14111420,8
25,86,5970.388400554657,10.015288084745409,14111420,8
26,89,5284.149973869324,10.015288084745409,14111420,8
27,92,5958.16485285759,10.015288084745409,14111420,8
28,95,5005.3987600803375,10.015288084745409,14111420,8
29,98,5454.680592298508,10.015288084745409,14111420,8
30,101,4877.694366455078,10.015288084745409,14111420,8
31,104,5088.072021961212,10.015288084745409,14111420,8
32,107,4782.238580703735,10.015288084745409,14111420,8
33,110,5877.217736959457,10.015288084745409,14111420,8
34,113,6470.710879325867,10.015288084745409,14111420,8
35,116,3766.1226749420166,10.015288084745409,14111420,8
36,119,4936.612040042877,10.015288084745409,14111420,8
37,122,4499.210466623306,10.015288084745409,14111420,8
38,125,5701.015011072159,10.015288084745409,14111420,8
39,128,3751.937373399736,10.015288084745409,14111420,8
40,131,3669.283428668976,10.015288084745409,14111420,8
41,134,4687.60457444191,9.889038562774658,8529011,7
42,137,4126.002496242523,9.889038562774658,8529011,7
43,140,4488.537013053894,9.889038562774658,8529011,7
44,143,4547.862484455109,9.889038562774658,8529011,7
45,146,4241.344123363495,9.889038562774658,8529011,7
46,149,5324.198257207871,9.889038562774658,8529011,7
47,152,6341.529824495316,9.889038562774658,8529011,7
48,155,5212.47086930275,9.889038562774658,8529011,7
49,158,5653.781838178635,9.889038562774658,8529011,7
50,161,6068.771352291107,9.889038562774658,8529011,7
51,164,5474.802882194519,9.889038562774658,8529011,7
52,167,7753.093410730362,9.889038562774658,8529011,7
53,170,6949.568787813187,9.889038562774658,8529011,7
54,173,4448.034307956696,9.889038562774658,8529011,7
55,176,5334.448325395584,9.889038562774658,8529011,7
56,179,4905.661488056183,9.889038562774658,8529011,7
57,182,6230.938475847244,9.889038562774658,8529011,7
58,185,4449.74343752861,9.889038562774658,8529011,7
59,188,4130.803326606751,9.889038562774658,8529011,7
60,191,7506.797616958618,9.889038562774658,8529011,7
