generation,num_eval,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,1.947163820266724,21.696120252211887,0.6020242524053105,0.1670877337455749,0.015378488227725,-0.4522553384304046,0.291146844625473,0.4504736363887787
1,6,1.947163820266724,21.69611996217888,0.6020242916842118,0.0954369381070137,-0.3183210492134094,-0.509560227394104,0.0427463911473751,0.1080170199275016
1,6,1.947163820266724,21.69611068204613,0.6020255484837858,-0.1710340529680252,0.1599385738372802,-0.467919647693634,-0.0093719931319355,-0.0179286692291498
1,6,1.947163820266724,21.696120252211887,0.6020242524053105,-0.2388657033443451,-0.0603705383837223,-0.4311458766460418,0.2933112382888794,0.2652293443679809
1,6,1.947163820266724,21.696120252211887,0.6020242524053105,-0.406765341758728,0.0779735594987869,-0.4396440088748932,0.2226696610450744,0.4745137691497803
1,6,1.947163820266724,21.696120252211887,0.6020242524053105,0.3687281012535095,0.0339815467596054,-0.505976676940918,0.0416507460176944,0.2425770163536071
1,6,1.947163820266724,21.696120239564195,0.6020242541181753,-0.0539917051792144,-0.1110043153166771,-0.4560094773769378,0.1947418749332428,0.1450275927782058
1,6,1.947163820266724,21.69611131431345,0.6020254628564348,0.0350548513233661,0.0557198710739612,-0.4537437856197357,0.1120671555399894,-0.00469173444435
1,6,1.947163820266724,21.69612012885572,0.6020242691113211,0.2612733840942383,0.2130455076694488,-0.4603147208690643,0.0918329283595085,-0.0182048454880714
1,6,1.947163820266724,21.696120252211887,0.6020242524053105,-0.5475645661354065,0.0608319900929927,-0.415798544883728,0.2438618391752243,0.1399401277303695
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.0477225892245769,0.2941618263721466,-0.455286294221878,-0.0142959998920559,-0.0990584567189216
2,9,1.915615558624268,22.108041597213923,0.2626135458237901,0.1221057772636413,0.332580029964447,-0.4920595586299896,-0.1005221456289291,0.1148125976324081
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.0489410758018493,0.2776648998260498,-0.4333708584308624,0.059627242386341,-0.297878235578537
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.2575984597206116,-0.1528214812278747,-0.5347198843955994,-0.0974604710936546,0.3492315113544464
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.0070741223171353,0.2140440344810485,-0.4963967800140381,-0.1466191112995147,-0.1656172424554824
2,9,1.915615558624268,22.10764195669357,0.2626502226129071,0.1651934385299682,0.1653445065021515,-0.4807151556015014,-0.0017686381470412,0.0158873163163661
2,9,1.915615558624268,22.1080415972128,0.2626135458238935,-0.4433007538318634,0.1967767477035522,-0.4375032484531402,0.0572058632969856,0.0188006777316331
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.0310815684497356,-0.2065226882696151,-0.5642321705818176,-0.1810301542282104,0.2597771286964416
2,9,1.915615558624268,22.10804159721472,0.2626135458237172,-0.1344009488821029,0.1242233738303184,-0.5095071792602539,-0.176769807934761,-0.0436009131371974
