generation,num_eval,time,kendalltau,rank_dif,rmse
1,6,1955.771788120269,-0.2121320343559642,169.0,17.00777331882196
2,9,1958.1012868881223,-0.1431658265813082,180.0,17.000374028872738
3,12,1893.22092795372,0.0799999999999999,188.0,19.95764771187476
4,15,1902.788460493088,0.0266666666666666,196.0,50.43096735744584
5,18,1886.775685787201,-0.0367279309811797,218.0,28.122463236060906
6,21,1893.300104856491,0.1435728211082482,177.0,26.05795727422058
7,24,1915.8738951683044,0.1399999999999999,180.0,43.669246392536834
8,27,1886.6450204849243,-0.0199999999999999,216.0,43.71718955728988
9,30,1909.475806236267,0.0599999999999999,200.0,43.82431723254841
10,33,1923.4183886051176,0.0733333333333333,200.0,43.25203509166824
11,36,1905.8883147239685,0.0866666666666666,194.0,44.81473344291925
12,39,1915.614468336105,0.0133333333333333,216.0,41.830281910113
13,42,1907.4591743946075,0.0933333333333333,184.0,36.90350567314155
14,45,1903.515048980713,0.0399999999999999,198.0,35.941213313084766
15,48,1905.5853259563448,0.0799999999999999,188.0,36.42287411968508
16,51,1914.710277557373,0.0799999999999999,188.0,35.73747816661093
17,54,1901.2120304107664,0.0866666666666666,188.0,35.01752836988484
18,57,1952.5721662044523,0.0666666666666666,190.0,34.674536699755656
19,60,1964.59809756279,0.2133333333333333,160.0,33.31716159306346
20,63,1932.295011997223,0.2666666666666666,146.0,34.024254488814854
21,66,1928.4707152843475,0.2733333333333332,146.0,33.84935768013187
22,69,1919.1249976158144,0.1533333333333333,182.0,25.89356762952503
23,72,1921.8689045906067,-0.2866666666666666,252.0,26.520595336600245
24,75,1950.524807691574,-0.0266666666666666,208.0,22.1093652370471
25,78,1944.4134261608124,-0.1066666666666666,230.0,21.638009576656888
26,81,1940.744462966919,-0.1768519034239689,182.0,21.078392863101342
27,84,1964.133733510971,-0.0933333333333333,214.0,21.27016455028436
28,87,1954.8094158172607,-0.0599999999999999,202.0,21.98148861558586
29,90,1946.5528557300568,-0.0666666666666666,204.0,22.82567208932977
30,93,1945.6662249565125,-0.0466666666666666,198.0,21.815995998288944
31,96,1928.678435564041,-0.0266666666666666,198.0,22.38338231871608
32,99,1957.77776670456,-0.1333333333333333,230.0,21.48816987009165
33,102,1962.302976846695,-0.0471404520791031,199.0,21.16101469658065
34,105,2011.3824107646944,-0.0466666666666666,206.0,21.064049387968133
35,108,1959.5889909267423,-0.1768519034239689,182.0,21.648478190947426
36,111,1963.4865970611568,-0.1768519034239689,182.0,21.8331992802606
37,114,1994.1571457386017,-0.1768519034239689,182.0,21.547787081295485
38,117,1971.069706916809,-0.1768519034239689,182.0,21.391285572647966
39,120,1991.5446662902832,-0.1768519034239689,182.0,21.158702568519644
40,123,1985.3519897460933,-0.1768519034239689,182.0,20.98428357183796
41,126,2003.938697338104,-0.1768519034239689,182.0,20.84836505211612
42,129,2006.416455984116,-0.1768519034239689,182.0,20.81851022679759
43,132,2040.641862154007,-0.1768519034239689,182.0,20.65392888594364
44,135,2032.2657980918884,-0.1768519034239689,182.0,20.483050797853984
45,138,2060.424065113068,-0.1768519034239689,182.0,20.5718219459552
46,141,2069.734364748001,-0.1954934450942791,218.0,20.471879000291008
47,144,2096.26570224762,-0.0325395686727984,199.0,20.46460772201624
48,147,2102.5885288715363,-0.035533452725935,198.0,20.359101892097872
49,150,2070.4466350078583,-0.1768519034239689,182.0,20.184826389124755
50,153,2037.1636385917664,-0.1768519034239689,182.0,20.13002245586296
51,156,2082.6447908878326,-0.1768519034239689,182.0,20.044860465080955
52,159,2051.378664493561,-0.1768519034239689,182.0,19.94577467962532
53,162,2088.566890954972,-0.1768519034239689,182.0,19.8534975650993
54,165,2079.345963001251,-0.1768519034239689,182.0,19.71833882766093
55,168,2134.5191934108734,-0.1768519034239689,182.0,19.61486160787525
56,171,2085.93714427948,-0.1768519034239689,182.0,19.50381163834278
57,174,2129.815740585327,-0.1768519034239689,182.0,19.40651347983215
58,177,2098.3649208545685,-0.1768519034239689,182.0,19.293883791299944
59,180,2086.89341378212,-0.1768519034239689,182.0,19.22019056507336
60,183,2105.2097566127777,-0.17685190342396895,182.0,19.19422469336472
