epoch,train_loss,train_acc,time
1,5279.609639167786,0.2577222287654876,41.89130520820618
2,254.7453954219818,0.4059444367885589,33.61698603630066
3,229.72989296913147,0.4427222311496734,33.98570990562439
4,215.6833802461624,0.477055549621582,34.483307123184204
5,214.6793950796128,0.4873333275318146,34.537944078445435
6,203.35095238685608,0.5067222118377686,34.60241150856018
7,203.7285439968109,0.5184444189071655,34.65261745452881
8,195.99971306324005,0.5287222266197205,34.75967073440552
9,189.4549849033356,0.551277756690979,34.83231544494629
10,200.0397492647171,0.5377222299575806,35.064722537994385
11,190.204279601574,0.5551111102104187,35.32164764404297
12,189.0323873758316,0.5545555353164673,35.5413134098053
13,179.24075984954834,0.5740000009536743,35.64709806442261
14,178.19272965192795,0.5781111121177673,35.94159507751465
15,172.43692940473557,0.5943889021873474,36.10725212097168
16,197.98647928237915,0.581333339214325,36.300878286361694
17,173.09481579065323,0.5995000004768372,36.46556806564331
18,163.50777685642242,0.6180555820465088,36.668755769729614
19,159.23414999246597,0.6273333430290222,36.80583882331848
20,158.38798063993454,0.6308333277702332,36.96976828575134
21,206.2457281351089,0.5989444255828857,37.25849223136902
22,157.46294003725052,0.6356666684150696,37.36772322654724
23,150.49493098258972,0.6483888626098633,37.55532550811768
24,149.45859199762344,0.6535555720329285,37.88985657691956
25,142.89861166477203,0.6670555472373962,37.93341660499573
26,143.2438018321991,0.6671110987663269,38.12549090385437
27,141.697094976902,0.6676666736602783,38.20728397369385
28,136.68111735582352,0.6855000257492065,38.40563488006592
29,138.51056891679764,0.6840000152587891,38.670167207717896
30,138.47710728645325,0.6853888630867004,38.78451180458069
1,238.6885752677917,0.3768333196640014,50.40615272521973
2,193.82722568511963,0.5087777972221375,42.97445464134216
3,169.07111239433289,0.5732222199440002,43.30807638168335
4,155.90443819761276,0.6062777638435364,43.32925605773926
5,145.27245450019836,0.636388897895813,43.514795541763306
6,138.3779363632202,0.6510555744171143,43.65556788444519
7,132.75720691680908,0.6708333492279053,43.81107759475708
8,127.26435595750807,0.6806111335754395,43.97073411941528
9,121.39384824037552,0.6982222199440002,43.96811389923096
10,117.67565643787384,0.7043889164924622,44.22634673118591
11,113.151158452034,0.7178888916969299,44.25924372673035
12,108.64369159936903,0.7286111116409302,44.28230333328247
13,107.01063859462738,0.7343888878822327,44.29991960525513
14,102.1756132543087,0.7469444274902344,44.431971311569214
15,99.16919678449632,0.7532777786254883,44.33837246894837
16,97.2219866514206,0.757888913154602,44.353896141052246
17,94.19834825396538,0.7665555477142334,44.29613542556763
18,91.69616529345512,0.7737777829170227,44.329265117645264
19,87.98997983336449,0.7797777652740479,44.39549350738525
20,85.26036378741264,0.7892777919769287,44.321568965911865
21,83.28612920641899,0.7943333387374878,44.21457958221436
22,80.24895605444908,0.8006666898727417,44.31221985816956
23,78.4273291528225,0.8006666898727417,44.3081123828888
24,77.42168554663658,0.8079444169998169,44.4960036277771
25,73.60101899504662,0.8163889050483704,44.36830282211304
26,71.27456966042519,0.8215000033378601,44.33915686607361
27,69.89118391275406,0.8247777819633484,44.30492806434631
28,67.17503142356873,0.8309999704360962,44.30264759063721
29,65.06301838159561,0.8395000100135803,44.33725738525391
30,63.999452233314514,0.8397777676582336,44.29692769050598
1,6734.150153398514,0.2863333225250244,26.539616346359253
2,269.9406259059906,0.4112777709960937,19.657850742340088
3,218.8477158546448,0.4641111195087433,18.903159856796265
4,205.6002218723297,0.488833338022232,18.01251721382141
5,197.5420298576355,0.5111666917800903,17.271409034729004
6,187.23425376415253,0.532444417476654,16.394004344940186
7,182.1282796859741,0.5476111173629761,15.527454614639282
8,181.8225734233856,0.5511666536331177,14.67904257774353
9,175.6180056333542,0.5657777786254883,13.837976455688477
10,175.1356509923935,0.5646111369132996,12.89824652671814
11,170.61716437339783,0.5759999752044678,12.894080638885498
12,170.19557958841324,0.5780555605888367,12.906522750854492
13,167.571750998497,0.5875555276870728,12.83279538154602
14,166.80259573459625,0.5901666879653931,14.097118139266968
15,166.81238132715225,0.5869444608688354,14.86486554145813
16,164.7396805882454,0.5929999947547913,15.869728803634644
17,164.88108384609222,0.5932222008705139,16.91538643836975
18,162.35768967866898,0.5992222428321838,17.80020761489868
19,163.09547740221024,0.6022777557373047,18.888225078582764
20,162.46297198534012,0.602222204208374,11.201597213745115
21,160.33756411075592,0.6043888926506042,20.505773782730103
22,163.84405916929245,0.5975000262260437,20.155128240585327
