generation,num_eval,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,1.9684972763061523,12.778142447207006,0.9836174778604398,0.0124585088342428,-1.0007638931274414,-0.712169349193573,-0.6903009414672852,1.146968126296997
1,6,1.9684972763061523,14.197767902945644,0.8284294130330014,-0.383254736661911,-0.7200163006782532,-0.9477146863937378,-0.4052791595458984,1.0409832000732422
1,6,1.9684972763061523,12.302800071081176,1.0127231714427454,-0.1260831654071808,-0.772955060005188,-0.7053645253181458,-0.6386115550994873,0.9901809692382812
1,6,1.9684972763061523,13.536269469276242,0.9178052495818828,-0.2739561200141907,-0.6560438275337219,-0.8169049024581909,-0.3892545998096466,1.1519864797592163
1,6,1.9684972763061523,12.93316975697345,0.8593116009188717,-0.2732362747192383,-0.7000705599784851,-0.723836362361908,-0.7537947297096252,0.7903140783309937
1,6,1.9684972763061523,13.367570282288533,0.5840531666782839,0.0197615344077348,-0.6587741374969482,-0.7333861589431763,-0.2452903389930725,0.9676148295402528
1,6,1.9684972763061523,14.92275259205683,0.5598818127974547,0.376795083284378,-0.8647946119308472,-0.3579487800598144,-0.8763568997383118,0.8738663792610168
1,6,1.9684972763061523,14.124242060740867,0.7839425276416693,-0.4298072159290313,-0.6825919151306152,-0.8121486902236938,-0.7397018074989319,0.8404259085655212
1,6,1.9684972763061523,12.912918680170026,0.998088732064751,-0.2226200252771377,-0.6964163184165955,-0.7414986491203308,-0.492518663406372,1.1167033910751345
1,6,1.9684972763061523,12.527841925395132,0.8894629796467206,0.0967043340206146,-0.7639264464378357,-0.5196315050125122,-0.6297454833984375,1.070484280586243
2,9,1.921812534332276,14.811478204997222,3.184988452086175,-0.7957506775856018,0.4519918859004974,-0.3813626170158386,-0.6428317427635193,0.5848580002784729
2,9,1.921812534332276,127.9993132583038,1.793612273965529e-41,-0.8049971461296082,0.1558664292097091,-0.774064302444458,-0.5886051654815674,0.0509091019630432
2,9,1.921812534332276,14.778091159706593,7.440912101528391,-0.6139939427375793,0.1584914028644561,-0.6918357014656067,-0.3840816915035248,0.2760349214076996
2,9,1.921812534332276,31.915581013826355,7.190015255371663,-0.491196870803833,0.0293733235448598,-0.6330956816673279,-0.5117602348327637,0.2184541523456573
2,9,1.921812534332276,31.925482564891297,7.1879725906867415,-0.5954105854034424,0.2823036611080169,-0.6345078945159912,-0.1197943985462188,0.6202564835548401
2,9,1.921812534332276,121.31027757771272,2.6107817723481928e-61,-0.92494797706604,0.2276736348867416,-0.7645429968833923,-0.5494210124015808,0.3050139546394348
2,9,1.921812534332276,15.601888683754623,1.3167784806943317,-0.627223014831543,-0.0511946752667427,-0.7093283534049988,-0.5486212372779846,0.3725546300411224
2,9,1.921812534332276,31.5259890127777,7.2793717870454815,-0.5604962110519409,0.0535002127289772,-0.6385147571563721,-0.4387838840484619,0.4553174972534179
2,9,1.921812534332276,14.340316772431564,3.645659909223265,-0.5741370320320129,-0.0287193041294813,-0.7048177719116211,-0.4174403548240661,0.4444188475608825
2,9,1.921812534332276,32.18775164507716,7.091641857612226,-0.2936916649341583,-0.3631078898906708,-0.6149733066558838,-0.9583873152732848,0.0076794051565229
3,12,1.921889066696167,19.0399178380701,8.635215776701571,-1.0827683210372925,0.6407302618026733,-0.9302401542663574,-0.2695554196834564,-0.1989782154560089
3,12,1.921889066696167,17.77454417622767,7.5353367988749,-1.4116580486297607,0.5423928499221802,-1.1508594751358032,-0.2271813005208969,0.1229295209050178
3,12,1.921889066696167,20.326920300139264,8.557364238425835,-1.2807977199554443,0.8355279564857483,-0.8951338529586792,-0.3609531819820404,-0.2116532176733017
