generation,num_eval,time,kendalltau,rank_dif,rmse
1,11,1885.2302391529083,0.0533333333333333,190.0,29.820806241759893
2,14,1855.985003709793,0.0533333333333333,190.0,29.820806241759893
3,17,1861.1166472435,0.0533333333333333,190.0,29.820806241759893
4,20,1893.094192266464,0.0533333333333333,190.0,29.820806241759893
5,23,1887.1401920318604,0.0533333333333333,190.0,29.820806241759893
6,26,1899.4305968284607,0.0533333333333333,190.0,29.820806241759893
7,29,1938.1862533092497,0.0533333333333333,190.0,29.820806241759893
8,32,1939.4314839839933,0.0533333333333333,190.0,29.820806241759893
9,35,1919.1344983577728,0.0533333333333333,190.0,29.820806241759893
10,38,1904.438793420792,0.0533333333333333,190.0,29.820806241759893
11,41,1884.1628549098969,0.0533333333333333,190.0,29.820806241759893
12,44,1853.0013358592987,0.0533333333333333,190.0,29.820806241759893
13,47,1868.1636941432955,0.0533333333333333,190.0,29.820806241759893
14,50,1882.92079782486,0.0533333333333333,190.0,29.820806241759893
15,53,1875.919503211975,0.0533333333333333,190.0,29.820806241759893
16,56,1890.642455339432,0.0533333333333333,190.0,29.820806241759893
17,59,1896.5810387134552,0.0533333333333333,190.0,29.820806241759893
18,62,1862.2798149585724,0.0533333333333333,190.0,29.820806241759893
19,65,1870.300724029541,0.0533333333333333,190.0,29.820806241759893
20,68,1878.147786617279,0.0533333333333333,190.0,29.820806241759893
21,71,1888.6968929767609,0.0533333333333333,190.0,29.820806241759893
22,74,1952.56099152565,0.0533333333333333,190.0,29.820806241759893
23,77,1980.8183779716487,0.0533333333333333,190.0,29.820806241759893
24,80,1963.687266111374,0.0533333333333333,190.0,29.820806241759893
25,83,1978.819245100021,0.0533333333333333,190.0,29.820806241759893
26,86,1970.2669069767,0.0533333333333333,190.0,29.820806241759893
27,89,1960.224545001984,0.0533333333333333,190.0,29.820806241759893
28,92,1954.780112028122,0.0533333333333333,190.0,29.820806241759893
29,95,1974.4748847484589,0.0533333333333333,190.0,29.820806241759893
30,98,1986.9465913772583,0.0533333333333333,190.0,29.820806241759893
31,101,1979.651479959488,0.0533333333333333,190.0,29.820806241759893
32,104,1950.143864154816,0.0533333333333333,190.0,29.820806241759893
33,107,1938.2537384033203,0.0533333333333333,190.0,29.820806241759893
34,110,1907.9356532096865,0.0533333333333333,190.0,29.820806241759893
35,113,1898.2149674892423,0.0533333333333333,190.0,29.820806241759893
36,116,1900.25119638443,0.0533333333333333,190.0,29.820806241759893
37,119,1917.9476251602173,0.0533333333333333,190.0,29.820806241759893
38,122,1879.9695041179657,0.0533333333333333,190.0,29.820806241759893
39,125,1887.996993303299,0.0533333333333333,190.0,29.820806241759893
40,128,1879.417435646057,0.0533333333333333,190.0,29.820806241759893
41,131,1880.168571949005,0.0533333333333333,190.0,29.820806241759893
42,134,1927.2795968055725,0.0533333333333333,190.0,29.820806241759893
43,137,1922.908048152924,0.0533333333333333,190.0,29.820806241759893
44,140,1940.076331615448,0.0533333333333333,190.0,29.820806241759893
45,143,1909.049236536026,0.0533333333333333,190.0,29.820806241759893
46,146,1947.212172985077,0.0533333333333333,190.0,29.820806241759893
47,149,1920.329074382782,0.0533333333333333,190.0,29.820806241759893
48,152,1899.3945262432096,0.0533333333333333,190.0,29.820806241759893
49,155,1990.6546895504,0.0533333333333333,190.0,29.820806241759893
50,158,1987.5991263389587,0.0533333333333333,190.0,29.820806241759893
51,161,1998.88996386528,0.0533333333333333,190.0,29.820806241759893
52,164,1869.9519691467283,0.0533333333333333,190.0,29.820806241759893
53,167,1894.4621272087093,0.0533333333333333,190.0,29.820806241759893
54,170,1946.5515003204343,0.0533333333333333,190.0,29.820806241759893
55,173,1964.0780200958247,0.0533333333333333,190.0,29.820806241759893
56,176,1920.757638216019,0.0533333333333333,190.0,29.820806241759893
57,179,1959.3078353405,0.0533333333333333,190.0,29.820806241759893
58,182,1988.614112138748,0.0533333333333333,190.0,29.820806241759893
59,185,1982.35054898262,0.0533333333333333,190.0,29.820806241759893
60,188,1931.349093914032,0.05333333333333332,190.0,29.820806241759893
