eval,obj,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
11,9.521905690431597,0.66746885,0.23511489,0.44592318,-0.16687177,0.5380055,0.4141304,0.14542595,0.31507668,0.06610815,0.0067828684
11,14.542502045631409,0.117302865,0.089506514,0.40009582,0.5371881,0.2657306,0.40943977,-0.11230544,-0.54441136,0.31874067,0.14916468
11,14.749982178211212,-0.32437068,0.22918092,0.18952504,0.3319804,0.19646133,0.58712584,-0.2622707,-1.1256288,0.2395055,0.4133359
11,15.989280819892883,1.0067378,-0.016546106,-0.47596964,-0.02063297,-0.46433738,0.65666705,-0.47511005,0.13953952,-0.21651109,0.33638445
11,17.07673215866089,0.16025916,0.21487159,0.772931,-0.7814096,-0.020361654,0.746366,0.36790735,-0.0014775833,0.22720122,-0.01400835
11,17.109012007713318,0.32457286,0.24213298,-0.4000929,0.34719124,0.16538166,0.35320064,0.41277176,-0.08642524,-0.014020182,0.2851622
11,19.84295535087585,0.47058246,-0.4259764,-0.72665906,0.9575114,-0.718873,0.31011134,0.699835,0.011996283,-1.3680044,-0.5849448
11,20.809677362442017,0.22398262,-0.019686658,-0.123303,0.1379961,0.1343958,0.13361663,-0.24727684,-0.32809225,-0.5622232,0.598888
11,21.659656047821045,-0.017415378,0.53094625,-0.08000375,0.2614316,-0.6218195,0.24888444,-0.011264868,-0.18442282,-0.23900591,0.10805705
11,27.61526250839233,0.23647268,0.20713517,0.0822814,-0.14535563,0.8090817,0.41384476,-0.18419378,-0.6274797,-0.39559853,0.30318213
11,43.22848081588745,0.21274488,-0.5133319,0.15298384,0.78932446,0.6611199,0.41873658,0.7322315,0.36971372,-0.26384312,0.0032170236
14,9.521905690431597,0.6674688458442688,0.2351148873567581,0.4459231793880462,-0.1668717712163925,0.5380054712295532,0.4141303896903991,0.145425945520401,0.3150766789913177,0.066108152270317,0.0067828684113919
14,14.542502045631409,0.1173028647899627,0.0895065143704414,0.4000958204269409,0.5371881127357483,0.2657305896282196,0.4094397723674774,-0.1123054400086402,-0.5444113612174988,0.3187406659126282,0.1491646766662597
14,14.749982178211212,-0.3243706822395324,0.2291809171438217,0.1895250380039215,0.3319804072380066,0.196461334824562,0.587125837802887,-0.2622706890106201,-1.1256288290023804,0.2395054996013641,0.4133358895778656
14,15.989280819892883,1.0067378282546997,-0.0165461059659719,-0.4759696424007416,-0.0206329692155122,-0.4643373787403106,0.6566670536994934,-0.4751100540161133,0.1395395249128341,-0.2165110856294632,0.3363844454288482
14,17.07673215866089,0.1602591574192047,0.2148715853691101,0.7729309797286987,-0.7814096212387085,-0.0203616544604301,0.746366024017334,0.3679073452949524,-0.0014775833114981,0.227201223373413,-0.0140083497390151
14,17.109012007713318,0.3245728611946106,0.2421329766511917,-0.4000928997993469,0.3471912443637848,0.1653816550970077,0.3532006442546844,0.4127717614173889,-0.0864252373576164,-0.0140201821923255,0.2851622104644775
14,19.84295535087585,0.4705824553966522,-0.4259763956069946,-0.7266590595245361,0.9575114250183104,-0.7188730239868164,0.3101113438606262,0.6998350024223328,0.0119962831959128,-1.3680044412612915,-0.5849447846412659
14,20.809677362442017,0.2239826172590255,-0.0196866579353809,-0.1233030036091804,0.137996107339859,0.1343957930803299,0.1336166262626648,-0.2472768425941467,-0.3280922472476959,-0.5622231960296631,0.5988879799842834
14,21.659656047821045,-0.017415378242731,0.5309462547302246,-0.0800037533044815,0.2614316046237945,-0.6218194961547852,0.2488844394683838,-0.0112648680806159,-0.1844228208065033,-0.239005908370018,0.1080570518970489
14,27.61526250839233,0.2364726811647415,0.2071351706981659,0.0822814032435417,-0.1453556269407272,0.8090816736221313,0.4138447642326355,-0.1841937750577926,-0.6274796724319458,-0.3955985307693481,0.3031821250915527
14,27.980193257331848,-0.1462669670581817,-2.965524911880493,-1.8552749156951904,1.5298985242843628,0.8179491758346558,2.374595880508423,1.355506420135498,-0.0520459674298763,0.0403514355421066,2.1190052032470703
14,43.22848081588745,0.2127448767423629,-0.5133318901062012,0.1529838442802429,0.7893244624137878,0.6611198782920837,0.4187365770339966,0.7322314977645874,0.3697137236595154,-0.2638431191444397,0.0032170235645025
14,47.97507882118225,-0.138680875301361,-2.83522367477417,-1.8325260877609253,1.556247591972351,0.8990595936775208,2.4033024311065674,1.4480609893798828,-0.0396002568304538,0.0836106315255165,1.980976104736328
14,165.64840030670166,-0.2407374233007431,-2.550528049468994,-2.116905450820923,1.7962429523468018,0.9054982662200928,2.191858053207397,1.6402552127838137,-0.0179699379950761,0.1810231059789657,2.144686222076416
17,9.521905690431597,0.6674688458442688,0.2351148873567581,0.4459231793880462,-0.1668717712163925,0.5380054712295532,0.4141303896903991,0.145425945520401,0.3150766789913177,0.066108152270317,0.0067828684113919
17,14.542502045631409,0.1173028647899627,0.0895065143704414,0.4000958204269409,0.5371881127357483,0.2657305896282196,0.4094397723674774,-0.1123054400086402,-0.5444113612174988,0.3187406659126282,0.1491646766662597
17,14.749982178211212,-0.3243706822395324,0.2291809171438217,0.1895250380039215,0.3319804072380066,0.196461334824562,0.587125837802887,-0.2622706890106201,-1.1256288290023804,0.2395054996013641,0.4133358895778656
17,15.989280819892883,1.0067378282546997,-0.0165461059659719,-0.4759696424007416,-0.0206329692155122,-0.4643373787403106,0.6566670536994934,-0.4751100540161133,0.1395395249128341,-0.2165110856294632,0.3363844454288482
17,17.07673215866089,0.1602591574192047,0.2148715853691101,0.7729309797286987,-0.7814096212387085,-0.0203616544604301,0.746366024017334,0.3679073452949524,-0.0014775833114981,0.227201223373413,-0.0140083497390151
17,17.109012007713318,0.3245728611946106,0.2421329766511917,-0.4000928997993469,0.3471912443637848,0.1653816550970077,0.3532006442546844,0.4127717614173889,-0.0864252373576164,-0.0140201821923255,0.2851622104644775
17,18.024407863616943,-0.6117451786994934,-2.288456916809082,-2.292676448822021,1.1651451587677002,1.5370440483093262,2.9767987728118896,1.679964303970337,0.1759976893663406,0.0228371806442737,2.2259089946746826
17,19.46078461408615,-0.1762054562568664,-2.4578728675842285,-2.054479122161865,1.616710186004639,1.031656265258789,2.415648460388184,1.500304102897644,0.0225473139435052,0.2241449058055877,1.910411477088928
17,19.84295535087585,0.4705824553966522,-0.4259763956069946,-0.7266590595245361,0.9575114250183104,-0.7188730239868164,0.3101113438606262,0.6998350024223328,0.0119962831959128,-1.3680044412612915,-0.5849447846412659
17,20.809677362442017,0.2239826172590255,-0.0196866579353809,-0.1233030036091804,0.137996107339859,0.1343957930803299,0.1336166262626648,-0.2472768425941467,-0.3280922472476959,-0.5622231960296631,0.5988879799842834
17,21.659656047821045,-0.017415378242731,0.5309462547302246,-0.0800037533044815,0.2614316046237945,-0.6218194961547852,0.2488844394683838,-0.0112648680806159,-0.1844228208065033,-0.239005908370018,0.1080570518970489
17,23.75605750083924,-0.4011102616786957,-2.0502874851226807,-2.410776376724243,1.7972875833511353,1.1034793853759766,2.397400379180908,1.7689262628555298,0.0991138964891433,0.3559989631175995,2.11834716796875
17,27.61526250839233,0.2364726811647415,0.2071351706981659,0.0822814032435417,-0.1453556269407272,0.8090816736221313,0.4138447642326355,-0.1841937750577926,-0.6274796724319458,-0.3955985307693481,0.3031821250915527
17,27.980193257331848,-0.1462669670581817,-2.965524911880493,-1.8552749156951904,1.5298985242843628,0.8179491758346558,2.374595880508423,1.355506420135498,-0.0520459674298763,0.0403514355421066,2.1190052032470703
17,43.22848081588745,0.2127448767423629,-0.5133318901062012,0.1529838442802429,0.7893244624137878,0.6611198782920837,0.4187365770339966,0.7322314977645874,0.3697137236595154,-0.2638431191444397,0.0032170235645025
17,47.97507882118225,-0.138680875301361,-2.83522367477417,-1.8325260877609253,1.556247591972351,0.8990595936775208,2.4033024311065674,1.4480609893798828,-0.0396002568304538,0.0836106315255165,1.980976104736328
17,165.64840030670166,-0.2407374233007431,-2.550528049468994,-2.116905450820923,1.7962429523468018,0.9054982662200928,2.191858053207397,1.6402552127838137,-0.0179699379950761,0.1810231059789657,2.144686222076416
20,9.521905690431597,0.6674688458442688,0.2351148873567581,0.4459231793880462,-0.1668717712163925,0.5380054712295532,0.4141303896903991,0.145425945520401,0.3150766789913177,0.066108152270317,0.0067828684113919
20,14.542502045631409,0.1173028647899627,0.0895065143704414,0.4000958204269409,0.5371881127357483,0.2657305896282196,0.4094397723674774,-0.1123054400086402,-0.5444113612174988,0.3187406659126282,0.1491646766662597
20,14.749982178211212,-0.3243706822395324,0.2291809171438217,0.1895250380039215,0.3319804072380066,0.196461334824562,0.587125837802887,-0.2622706890106201,-1.1256288290023804,0.2395054996013641,0.4133358895778656
20,15.989280819892883,1.0067378282546997,-0.0165461059659719,-0.4759696424007416,-0.0206329692155122,-0.4643373787403106,0.6566670536994934,-0.4751100540161133,0.1395395249128341,-0.2165110856294632,0.3363844454288482
20,17.07673215866089,0.1602591574192047,0.2148715853691101,0.7729309797286987,-0.7814096212387085,-0.0203616544604301,0.746366024017334,0.3679073452949524,-0.0014775833114981,0.227201223373413,-0.0140083497390151
20,17.109012007713318,0.3245728611946106,0.2421329766511917,-0.4000928997993469,0.3471912443637848,0.1653816550970077,0.3532006442546844,0.4127717614173889,-0.0864252373576164,-0.0140201821923255,0.2851622104644775
20,18.024407863616943,-0.6117451786994934,-2.288456916809082,-2.292676448822021,1.1651451587677002,1.5370440483093262,2.9767987728118896,1.679964303970337,0.1759976893663406,0.0228371806442737,2.2259089946746826
20,19.46078461408615,-0.1762054562568664,-2.4578728675842285,-2.054479122161865,1.616710186004639,1.031656265258789,2.415648460388184,1.500304102897644,0.0225473139435052,0.2241449058055877,1.910411477088928
