generation,num_eval,time,f_sur,f_IC,x0,x1,x2,x3,x4
1,6,2.000273942947388,20.16712854161444,1.6055183928557764,0.1455532312393188,-0.2629421353340149,-0.4328271150588989,0.4249902963638305,-0.2006233632564544
1,6,2.000273942947388,18.14674700747585,1.19397364914449,0.1028443574905395,-0.2923806011676788,-0.638782799243927,0.0852543488144874,-0.070330373942852
1,6,2.000273942947388,24.09905810590768,1.2468878322818846,0.0704563856124877,0.1806695312261581,-0.3333253860473633,0.1185217946767807,0.7860605120658875
1,6,2.000273942947388,18.58748593732734,1.4711915269651257,0.0788597390055656,-0.2218673229217529,-0.5439493656158447,0.3031686246395111,-0.1429568529129028
1,6,2.000273942947388,18.94547515233637,1.6601923625322033,-0.1005318462848663,-0.2258346229791641,-0.6951525807380676,0.3072689473628998,-0.1115630939602851
1,6,2.000273942947388,21.51940797686028,1.4908727998913651,-0.134745106101036,-0.1088673770427703,-0.5756769180297852,0.4955687224864959,-0.0948117300868034
1,6,2.000273942947388,18.349954474708213,1.4778888629694094,0.0706370025873184,-0.3083498477935791,-0.7274141907691956,0.096141293644905,-0.2404583096504211
1,6,2.000273942947388,20.09138895410448,1.836578346586695,-0.0285499654710292,-0.3540472686290741,-0.5854820609092712,0.3736690580844879,0.0154442060738801
1,6,2.000273942947388,22.732229841233305,1.510903915636219,-0.0179191604256629,-0.6452221274375916,-0.7672666907310486,0.3700112104415893,-0.3945302367210388
1,6,2.000273942947388,20.4354436577803,1.6052357765343066,-0.0542518272995948,-0.4777611792087555,-0.6137586832046509,0.2813910245895386,0.2278869897127151
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.334000289440155,-0.4137612581253052,-0.5780396461486816,-0.1217367276549339,0.0221861880272626
2,9,1.9528889656066888,38.70230459477512,7.528974924242878,0.2316683977842331,-0.3549502193927765,-0.5425923466682434,0.0408837758004665,0.01366095431149
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.3428401947021484,0.0430602878332138,-0.3667622804641723,0.2007807791233062,-0.3231795728206634
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.4512303471565246,-0.6263066530227661,-0.2282087653875351,0.2521500587463379,0.2709769010543823
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.2214448004961013,-0.1223479509353637,-0.4610439538955688,0.1307862401008606,-0.0418887436389923
2,9,1.9528889656066888,38.70992434021229,7.527187762659167,0.2849975824356079,-0.2760692536830902,-0.476105660200119,0.0921422243118286,-0.0607560649514198
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.1624131947755813,0.0130501817911863,-0.5086140036582947,0.1652685403823852,-0.1691545844078064
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.3945507705211639,-0.1213494762778282,-0.2622073590755462,0.0153258666396141,0.3965602517127991
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.2430363446474075,0.1267309337854385,-0.4549836218357086,-0.0071151563897728,0.0257082227617502
2,9,1.9528889656066888,38.70992434021236,7.527187762659153,0.3122687339782715,-0.2098898142576217,-0.391625314950943,0.0754068195819854,0.1195766702294349
3,12,2.187708139419556,40.5326522287631,5.592544430789162,0.2701159417629242,0.2635774314403534,-0.4942194521427154,-0.0183466859161853,-0.2599382996559143
3,12,2.187708139419556,40.5326522287631,5.592544430789162,0.3839617669582367,-0.2738209068775177,-0.3029226660728454,0.169089987874031,0.0571521669626235
3,12,2.187708139419556,40.5326522287631,5.592544430789162,0.3284964859485626,-0.0911657288670539,-0.3063333332538605,0.3996883332729339,-0.3715274035930633
3,12,2.187708139419556,40.53265222876848,5.592544430787553,0.1180213242769241,-0.2042524963617324,-0.4988369643688202,0.4157778620719909,-0.3229371309280395
3,12,2.187708139419556,40.5326522287631,5.592544430789162,0.2476701140403747,0.0798558369278907,-0.396932452917099,0.050663273781538,0.1316689550876617
